,binding_width
1,181
2,184
3,224
4,245
5,276
6,173
7,171
8,159
9,236
10,215
11,168
12,166
13,175
14,159
15,234
16,175
17,198
18,194
19,196
20,274
21,152
22,190
23,218
24,232
25,186
26,268
27,196
28,278
29,289
30,201
31,197
32,226
33,191
34,211
35,177
36,226
37,180
38,169
39,197
40,233
41,216
42,150
43,288
44,250
45,236
46,174
47,170
48,189
49,270
50,184
51,220
52,262
53,158
54,183
55,199
56,211
57,181
58,150
59,230
60,155
61,497
62,285
63,256
64,236
65,217
66,286
67,193
68,201
69,248
70,335
71,238
72,205
73,195
74,226
75,157
76,212
77,292
78,206
79,176
80,277
81,170
82,174
83,172
84,156
85,204
86,176
87,327
88,200
89,155
90,188
91,187
92,262
93,226
94,276
95,262
96,444
97,340
98,233
99,237
100,161
101,229
102,196
103,166
104,169
105,275
106,284
107,204
108,164
109,162
110,167
111,160
112,152
113,194
114,160
115,221
116,201
117,179
118,163
119,276
120,224
121,263
122,270
123,256
124,231
125,185
126,197
127,199
128,225
129,170
130,191
131,219
132,174
133,484
134,258
135,163
136,302
137,191
138,154
139,241
140,155
141,167
142,179
143,185
144,198
145,195
146,184
147,187
148,173
149,191
150,151
151,182
152,169
153,151
154,206
155,188
156,248
157,178
158,170
159,159
160,193
161,251
162,257
163,171
164,155
165,174
166,197
167,190
168,185
169,193
170,176
171,159
172,184
173,155
174,214
175,174
176,189
177,176
178,180
179,247
180,266
181,206
182,178
183,231
184,283
185,166
186,168
187,183
188,188
189,213
190,152
191,178
192,179
193,189
194,243
195,215
196,304
197,166
198,191
199,187
200,208
201,174
202,157
203,168
204,247
205,160
206,154
207,154
208,204
209,361
210,189
211,169
212,171
213,189
214,155
215,218
216,248
217,157
218,164
219,189
220,224
221,276
222,205
223,211
224,213
225,180
226,286
227,231
228,190
229,346
230,182
231,170
232,171
233,229
234,168
235,229
236,225
237,167
238,151
239,173
240,226
241,159
242,166
243,222
244,174
245,184
246,174
247,205
248,219
249,190
250,204
251,323
252,177
253,167
254,178
255,178
256,152
257,159
258,182
259,196
260,175
261,263
262,244
263,238
264,207
265,176
266,231
267,160
268,231
269,784
270,510
271,221
272,242
273,261
274,185
275,200
276,181
277,329
278,189
279,165
280,160
281,180
282,259
283,172
284,159
285,190
286,166
287,194
288,156
289,217
290,193
291,252
292,195
293,193
294,170
295,155
296,170
297,205
298,261
299,219
300,153
301,199
302,160
303,162
304,153
305,187
306,260
307,162
308,190
309,246
310,241
311,170
312,264
313,168
314,206
315,281
316,246
317,164
318,260
319,172
320,275
321,239
322,216
323,165
324,188
325,349
326,191
327,185
328,248
329,217
330,221
331,227
332,158
333,252
334,243
335,198
