,binding_width
1,131.0
2,95.0
3,157.0
4,169.0
5,340.0
6,355.0
7,79.0
8,332.0
9,115.0
10,75.0
11,141.0
12,193.0
13,92.0
14,143.0
15,146.0
16,212.0
17,209.0
18,411.0
19,338.0
20,632.0
21,558.0
22,307.0
23,117.0
24,116.0
25,131.0
26,157.0
27,289.0
28,86.0
29,344.0
30,188.0
31,145.0
32,103.0
33,245.0
34,97.0
35,755.0
36,272.0
37,335.0
38,102.0
39,134.0
40,216.0
41,278.0
42,157.0
43,154.0
44,151.0
45,236.0
46,87.0
47,409.0
48,221.0
49,91.0
50,342.0
51,1219.0
52,219.0
53,199.0
54,211.0
55,373.0
56,75.0
57,358.0
58,289.0
59,223.0
60,78.0
61,234.0
62,102.0
63,255.0
