,binding_width
1,84.0
2,1050.0
3,1086.0
4,318.0
5,105.0
6,147.0
7,129.0
8,75.0
9,181.0
10,439.0
11,180.0
12,528.0
13,476.0
14,176.0
15,103.0
16,186.0
17,97.0
18,1795.0
19,145.0
20,348.0
21,89.0
22,84.0
23,205.0
24,79.0
25,100.0
26,716.0
27,262.0
28,103.0
29,185.0
30,196.0
31,85.0
32,198.0
33,96.0
34,207.0
35,407.0
36,150.0
37,334.0
38,348.0
39,89.0
40,153.0
41,212.0
42,111.0
43,361.0
44,182.0
45,559.0
46,97.0
47,531.0
48,135.0
49,86.0
50,120.0
51,126.0
52,104.0
53,107.0
54,91.0
55,180.0
56,130.0
57,227.0
58,217.0
59,124.0
60,168.0
61,160.0
62,260.0
63,154.0
64,839.0
65,87.0
66,193.0
67,114.0
68,168.0
69,103.0
70,119.0
71,158.0
72,146.0
73,136.0
74,99.0
75,301.0
76,253.0
77,190.0
78,509.0
79,156.0
80,696.0
81,98.0
82,372.0
83,123.0
84,128.0
85,133.0
86,90.0
87,244.0
88,230.0
89,112.0
90,186.0
91,139.0
92,403.0
93,240.0
94,83.0
95,513.0
96,142.0
97,2830.0
98,295.0
99,237.0
100,570.0
101,2274.0
102,110.0
103,221.0
104,661.0
105,90.0
106,137.0
107,549.0
108,450.0
109,732.0
110,182.0
111,88.0
112,80.0
113,80.0
114,133.0
115,928.0
116,755.0
117,252.0
118,88.0
119,195.0
120,194.0
121,148.0
122,103.0
123,93.0
124,173.0
125,97.0
126,128.0
127,131.0
128,339.0
129,128.0
130,360.0
131,342.0
132,81.0
133,133.0
134,122.0
135,128.0
136,255.0
137,206.0
138,178.0
139,81.0
140,162.0
141,183.0
142,2156.0
143,137.0
144,107.0
145,811.0
146,88.0
147,498.0
148,124.0
149,108.0
150,75.0
151,85.0
152,264.0
153,153.0
154,440.0
155,266.0
156,568.0
157,275.0
158,139.0
159,84.0
160,110.0
161,136.0
162,324.0
163,175.0
164,240.0
165,210.0
166,155.0
167,123.0
168,181.0
169,204.0
170,97.0
171,117.0
172,81.0
173,145.0
174,152.0
175,365.0
176,83.0
177,99.0
178,137.0
179,176.0
180,129.0
181,134.0
182,79.0
183,99.0
184,359.0
185,246.0
186,231.0
187,318.0
188,486.0
189,225.0
190,142.0
191,118.0
192,109.0
193,416.0
194,425.0
195,438.0
196,293.0
197,77.0
198,76.0
199,150.0
200,79.0
201,596.0
202,303.0
203,89.0
204,1302.0
205,269.0
206,78.0
207,79.0
208,87.0
209,129.0
210,84.0
211,113.0
212,194.0
