,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Fur-1,fur + Fe,16420,16447,15.26,STM0015,STM0015,STM0015,1.0014450867052023,16433.5
1,Fur-2,fur + Fe,175069,175081,4.09,STM0151,STM0151,STM0151,-0.3133159268929504,175075.0
2,Fur-3,fur + Fe,223706,223729,87.15,STM0191,STM0191,STM0191,-0.009356458238247376,223717.5
3,Fur-4,fur + Fe,411453,411488,32.41,STM0363,STM0363,STM0363,-0.04224652087475149,411470.5
4,Fur-5,fur + Fe,539688,539700,32.52,STM0482,STM0482,STM0482,-0.052770448548812667,539694.0
5,Fur-6,fur + Fe,546039,546062,5.78,STM0488,STM0488,STM0488,0.011609907120743035,546050.5
6,Fur-7,fur + Fe,643919,643970,115.11,STM0586,STM0586,STM0586,-0.04893092105263158,643944.5
7,Fur-8,fur + Fe,653578,653621,82.04,STM0592,STM0592,STM0592,-0.024281466798810703,653599.5
8,Fur-9,fur + Fe,656073,656115,183.17,STM0594,STM0594,STM0594,-0.151356993736952,656094.0
9,Fur-10,fur + Fe,791377,791389,3.0,STM0725,STM0725,STM0725,0.5940119760479042,791383.0
10,Fur-11,fur + Fe,837164,837175,17.41,STM0772,STM0772,STM0772,-0.06830238726790451,837169.5
11,Fur-12,fur + Fe,1053841,1053854,13.93,STM0971,STM0971,STM0971,0.2606707317073171,1053847.5
12,Fur-13,fur + Fe,1075683,1075701,3.33,STM0989,STM0989,STM0989,0.07709497206703911,1075692.0
13,Fur-14,fur + Fe,1088543,1088575,3.07,STM0998,STM0998,STM0998,0.87248322147651,1088559.0
14,Fur-15,fur + Fe,1246059,1246076,41.98,STM1158,STM1158,STM1158,-0.1297909407665505,1246067.5
15,Fur-16,fur + Fe,1290123,1290146,120.13,STM1204,STM1204,STM1204,-0.038373161764705885,1290134.5
16,Fur-17,fur + Fe,1335266,1335286,9.2,STM1250,STM1250,STM1250,0.7116788321167883,1335276.0
17,Fur-18,fur + Fe,1344425,1344457,2.48,STM1260,STM1260,STM1260,0.5920704845814978,1344441.0
18,Fur-19,fur + Fe,1352983,1353004,5.72,STM1274,STM1274,STM1274,-0.538,1352993.5
19,Fur-20,fur + Fe,1359860,1359887,13.09,STM1283,STM1283,STM1283,-0.06989966555183946,1359873.5
20,Fur-21,fur + Fe,1364673,1364692,5.96,STM1286,STM1286,STM1286,0.6731283422459893,1364682.5
21,Fur-22,fur + Fe,1374896,1374928,2.35,STM1296,STM1296,STM1296,-0.0325497287522604,1374912.0
22,Fur-23,fur + Fe,1395491,1395503,3.46,STM1316,STM1316,STM1316,0.4148857774502579,1395497.0
23,Fur-24,fur + Fe,1425251,1425263,25.15,STM1346,STM1346,STM1346,-0.12953367875647667,1425257.0
24,Fur-25,fur + Fe,1452229,1452241,2.41,STM1369,STM1369,STM1369,-0.1891891891891892,1452235.0
25,Fur-26,fur + Fe,1455557,1455576,2.24,STM1373,STM1373,STM1373,-0.4979541734860884,1455566.5
26,Fur-27,fur + Fe,1549540,1549573,2.15,STM1472,STM1472,STM1472,-0.02429742388758782,1549556.5
27,Fur-28,fur + Fe,1673721,1673753,80.43,STM1586,STM1586,STM1586,-0.09125117591721543,1673737.0
28,Fur-29,fur + Fe,1711936,1711947,5.78,STM1623,STM1623,STM1623,0.8360927152317881,1711941.5
29,Fur-30,fur + Fe,1756329,1756360,14.07,STM1662,STM1662,STM1662,0.712890625,1756344.5
30,Fur-31,fur + Fe,1756348,1756367,15.7,STM1662,STM1662,STM1662,0.662109375,1756357.5
31,Fur-32,fur + Fe,1915766,1915798,3.5,STM1818,STM1818,STM1818,0.6633076467101363,1915782.0
32,Fur-33,fur + Fe,1962078,1962099,3.15,STM1865,STM1865,STM1865,-2.3897637795275593,1962088.5
33,Fur-34,fur + Fe,2029261,2029285,4.87,STM1935,STM1935,STM1935,-0.22845691382765532,2029273.0
34,Fur-35,fur + Fe,2040387,2040408,17.67,STM1950,STM1950,STM1950,-0.028314917127071824,2040397.5
35,Fur-36,fur + Fe,2203376,2203389,3.2,STM2119,STM2119,STM2119,0.03824273072060683,2203382.5
36,Fur-37,fur + Fe,2298713,2298751,95.57,STM2200,STM2200,STM2200,1.1040108769544528,2298732.0
37,Fur-38,fur + Fe,2313494,2313526,7.28,STM2214,STM2214,STM2214,-0.25435540069686413,2313510.0
38,Fur-39,fur + Fe,2346651,2346682,54.3,STM2246,STM2246,STM2246,-0.05161787365177196,2346666.5
39,Fur-40,fur + Fe,2362453,2362491,27.83,STM2264,STM2264,STM2264,1.00920245398773,2362472.0
40,Fur-41,fur + Fe,2419083,2419096,3.2,STM2311,STM2311,STM2311,-0.004792332268370607,2419089.5
41,Fur-42,fur + Fe,2522227,2522258,49.87,STM2406,STM2406,STM2406,0.0245,2522242.5
42,Fur-43,fur + Fe,2525020,2525041,18.39,STM2408,STM2408,STM2408,-0.05752212389380531,2525030.5
43,Fur-44,fur + Fe,2597398,2597420,9.72,STM2482,STM2482,STM2482,0.21508379888268156,2597409.0
44,Fur-45,fur + Fe,2615146,2615159,5.8,STM2501,STM2501,STM2501,0.10517408123791103,2615152.5
45,Fur-46,fur + Fe,2650773,2650786,4.2,STM2517,STM2517,STM2517,0.009799453053783045,2650779.5
46,Fur-47,fur + Fe,2686779,2686817,3.11,STM2548,STM2548,STM2548,0.3397129186602871,2686798.0
47,Fur-48,fur + Fe,2731542,2731573,80.61,STM2585,STM2585,STM2585,0.36837294332723947,2731557.5
48,Fur-49,fur + Fe,2808541,2808573,6.48,STM2667,STM2667,STM2667,0.25645438898450945,2808557.0
49,Fur-50,fur + Fe,2916300,2916338,92.5,STM2773,STM2773,STM2773,-0.05461056401074306,2916319.0
50,Fur-51,fur + Fe,2925854,2925886,239.26,STM2777,STM2777,STM2777,-0.044454628780934924,2925870.0
51,Fur-52,fur + Fe,2951760,2951790,16.57,STM2805,STM2805,STM2805,-0.3441295546558704,2951775.0
52,Fur-53,fur + Fe,3006315,3006340,7.85,STM2861,STM2861,STM2861,-0.05059847660500544,3006327.5
53,Fur-54,fur + Fe,3184159,3184191,22.24,STM3024,STM3024,STM3024,-0.008064516129032258,3184175.0
54,Fur-55,fur + Fe,3191797,3191827,5.78,STM3029,STM3029,STM3029,0.033707865168539325,3191812.0
55,Fur-56,fur + Fe,3380044,3380074,18.65,STM3215,STM3215,STM3215,-0.1617873651771957,3380059.0
56,Fur-57,fur + Fe,3478869,3478900,8.63,STM3313,STM3313,STM3313,1.0816953316953317,3478884.5
57,Fur-58,fur + Fe,3538362,3538380,6.48,STM3369,STM3369,STM3369,0.36191478169384533,3538371.0
58,Fur-59,fur + Fe,3560442,3560461,4.04,STM3389,STM3389,STM3389,0.3697289156626506,3560451.5
59,Fur-60,fur + Fe,3598156,3598188,50.74,STM3444,STM3444,STM3444,-0.24489795918367346,3598172.0
60,Fur-61,fur + Fe,3638683,3638714,4.35,STM3483,STM3483,STM3483,-0.027245949926362298,3638698.5
61,Fur-62,fur + Fe,3663774,3663795,12.3,STM3505,STM3505,STM3505,-0.5043668122270742,3663784.5
62,Fur-63,fur + Fe,3683897,3683916,4.74,STM3521,STM3521,STM3521,0.5032154340836013,3683906.5
63,Fur-64,fur + Fe,3715499,3715538,795.52,STM3546,STM3546,STM3546,-0.22346938775510203,3715518.5
64,Fur-65,fur + Fe,4240099,4240116,5.52,STM4030,STM4030,STM4030,0.0011160714285714285,4240107.5
65,Fur-66,fur + Fe,4266441,4266461,21.91,STM4055,STM4055,STM4055,-0.1607717041800643,4266451.0
66,Fur-67,fur + Fe,4808975,4808994,177.35,STM4550,STM4550,STM4550,-0.052531645569620256,4808984.5
67,Fur-68,fur + Fe,4810331,4810342,20.09,STM4552,STM4552,STM4552,-0.17436974789915966,4810336.5
68,Fur-69,fur + Fe,4815687,4815698,3.72,STM4560,STM4560,STM4560,1.1235072281583909,4815692.5
69,Fur-70,fur + Fe,4852847,4852866,3.11,STM4595,STM4595,STM4595,1.0155393053016453,4852856.5
