,binding_width
1,214
2,369
3,1121
4,269
5,954
6,1299
7,553
8,389
9,217
10,198
11,284
12,187
13,853
14,604
15,531
16,517
17,5255
18,581
19,702
20,325
21,258
22,240
23,3029
24,748
25,577
26,3533
27,342
28,361
29,345
30,324
31,291
32,372
33,3272
34,360
35,443
36,185
37,335
38,311
39,254
40,217
41,930
42,366
43,261
44,373
45,3329
46,599
47,505
48,3124
49,400
50,751
51,394
52,326
53,798
54,334
55,264
56,297
57,6878
58,344
59,273
60,251
61,358
62,567
63,1627
64,273
65,292
66,509
67,410
68,587
69,411
70,482
71,428
72,643
73,178
74,428
75,1656
76,506
77,307
78,747
79,458
80,543
81,2143
82,2066
83,7148
84,524
85,496
86,680
87,2160
88,403
89,375
90,398
91,347
92,438
93,419
94,291
95,307
96,429
97,674
98,448
99,702
100,1602
101,402
102,319
103,1792
104,341
105,2473
106,354
107,1177
108,427
109,481
110,1492
111,462
112,316
113,304
114,311
115,262
116,503
117,497
118,1216
119,413
120,280
121,7577
122,278
123,435
124,308
125,265
126,221
127,381
128,1702
129,645
130,623
131,6529
132,368
133,231
134,1183
135,565
136,399
137,761
138,395
139,517
140,372
141,3441
142,596
143,386
144,319
145,419
146,430
147,626
148,417
149,249
150,190
151,288
152,1312
153,421
154,230
155,341
156,344
157,3935
158,659
159,231
160,206
161,336
162,480
163,1017
164,753
165,652
166,334
167,233
168,645
169,571
170,252
171,378
172,186
173,268
174,341
175,6889
176,297
177,338
178,261
179,231
180,568
181,1073
182,569
183,252
184,537
185,352
186,412
187,291
188,449
189,332
190,900
191,686
192,301
193,295
194,227
195,178
196,240
197,384
198,416
199,700
200,164
201,262
202,1113
203,692
204,1062
205,279
206,220
207,315
208,227
209,171
210,354
211,449
212,386
213,219
214,302
215,519
216,554
217,333
218,1254
219,311
220,1034
221,1092
222,551
223,319
