,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YjhI-glc-1,yjhi + glc,1991798,1991830,14.34,"b1908,b4759","yecA,3'ETS-<i>leuZ</i>",leuZ,leuZ,1.0116279069767442,1991814.0
1,YjhI-glc-2,yjhi + glc,2059877,2059907,2.64,"b1986,b1985","asnU,yeeO",yeeO,yeeO,-0.02799756542909312,2059892.0
2,YjhI-glc-3,yjhi + glc,2518090,2518124,6.56,"b2398,b2399,b2395,b2396","yfeC,yfeD,pdeA,alaX",alaX,alaX,0.12,2518107.0
3,YjhI-glc-4,yjhi + glc,2520901,2520939,7.527677,"b2401,b2402,b2403,b2404,b2400","valU,valX,valY,lysV,gltX",valU,valU,-0.14666666666666667,2520920.0
4,YjhI-glc-5,yjhi + glc,2563433,2563479,5.316606,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.36074270557029176,2563456.0
5,YjhI-glc-6,yjhi + glc,2691295,2691323,3.96,"b2556,b4441","glrK,glmY",glmY,glmY,0.16939890710382513,2691309.0
6,YjhI-glc-7,yjhi + glc,2924168,2924202,10.32,"b2790,b2791,b2792,b4408","yqcA,truC,yqcC,csrB",csrB,csrB,0.9211956521739131,2924185.0
7,YjhI-glc-8,yjhi + glc,2947667,2947702,5.84,"b2816,b2813","metV,mltA",metV,metV,1.019736842105263,2947684.5
8,YjhI-glc-9,yjhi + glc,3318243,3318274,7.77,"b3172,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171","argG,pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY",metY,metY,0.40131578947368424,3318258.5
9,YjhI-glc-10,yjhi + glc,3322096,3322133,6.36,"b3173,b3174","yhbX,leuU",leuU,leuU,0.5058139534883721,3322114.5
10,YjhI-glc-11,yjhi + glc,3580999,3581022,5.07,"b3441,b3440,b4451","yhhY,yhhX,ryhB",ryhB,ryhB,0.05851063829787234,3581010.5
11,YjhI-glc-12,yjhi + glc,3982752,3982781,16.5,"b3799,b3800","proM,aslB",proM,proM,0.4144736842105263,3982766.5
12,YjhI-glc-13,yjhi + glc,4068559,4068604,6.02,,,yihQ,yihQ,0.34111001964636545,4068581.5
13,YjhI-glc-14,yjhi + glc,4525858,4525887,33.26,"b4297,b4298,b4299","yjhG,yjhH,yjhI",yjhI,yjhI,-0.08819796954314721,4525872.5
