,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YieP-1,yiep + M9,145017,145055,4.69,b0130,yadE,yadI,yadI,1.0430839002267573,145036.0
1,YieP-2,yiep + M9,175073,175098,17.1,"b0155,b0154","clcA,hemL",clcA,clcA,-0.014416315049226441,175085.5
2,YieP-3,yiep + M9,321471,321496,107.21,"b0306,b0307,b0308","ykgE,ykgF,ykgG",ykgE,ykgE,-0.17152777777777778,321483.5
3,YieP-4,yiep + M9,601511,601544,3.49,b0576,pheP,cusA,cusA,0.8951972010178118,601527.5
4,YieP-5,yiep + M9,839018,839056,2.49,b0804,ybiX,ybiX,ybiX,0.25073746312684364,839037.0
5,YieP-6,yiep + M9,1260857,1260880,14.11,b1206,dauA,prs,prs,1.0617088607594938,1260868.5
6,YieP-7,yiep + M9,1986343,1986368,22.99,"b4460,b1900,b1901","araH,araG,araF",araF,araF,-0.2297979797979798,1986355.5
7,YieP-8,yiep + M9,2178490,2178515,5.16,"b2098,b2099,b2100,b2097","yegT,yegU,yegV,fbaB",fbaB,fbaB,0.0584045584045584,2178502.5
8,YieP-9,yiep + M9,2230580,2230615,11.0,"b2141,b2142,b2140","yohJ,yohK,dusC",yohJ,yohJ,-0.06390977443609022,2230597.5
9,YieP-10,yiep + M9,2242445,2242465,3.37,,,folE,folE,1.789237668161435,2242455.0
10,YieP-11,yiep + M9,2532042,2532078,4.17,b2414,cysK,cysZ,cysZ,0.7847769028871391,2532060.0
11,YieP-12,yiep + M9,2927792,2927829,8.66,"b2796,b2797","sdaC,sdaB",ygdH,ygdH,1.1014652014652015,2927810.5
12,YieP-13,yiep + M9,3561840,3561885,11.37,"b3426,b3423_2,b3423_1,b3424,b3425","glpD,glpR_2,glpR_1,glpG,glpE",glpE,glpE,-0.12079510703363915,3561862.5
13,YieP-14,yiep + M9,3664516,3664548,14.11,b3515,gadW,gadW,gadW,0.11796982167352538,3664532.0
14,YieP-15,yiep + M9,3665942,3665971,25.04,"b3515,b3516","gadW,gadX",gadX,gadX,-0.17757575757575758,3665956.5
15,YieP-16,yiep + M9,3891509,3891557,3.73,b3710,mdtL,tnaB,tnaB,1.0400641025641026,3891533.0
16,YieP-17,yiep + M9,4243197,4243232,1.0,b4032,malG,malF,malF,1.2042071197411004,4243214.5
17,YieP-18,yiep + M9,4247291,4247322,1.04,,,malK,malK,0.46908602150537637,4247306.5
