,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,ArcA-1-M9+ace-1,arca-1 + M9+ace,29561,29595,16.34382,"b0032,b0033","carA,carB",carA,carA,-0.06358885017421603,29578.0
1,ArcA-1-M9+ace-2,arca-1 + M9+ace,45788,45820,4.78,b0045,yaaU,yaaU,yaaU,-0.002253944402704733,45804.0
2,ArcA-1-M9+ace-3,arca-1 + M9+ace,105180,105211,1.37,"b0094,b0095,b0096","ftsA,ftsZ,lpxC",ftsA,ftsA,0.9615689381933439,105195.5
3,ArcA-1-M9+ace-4,arca-1 + M9+ace,121584,121616,9.68,b0112,aroP,aroP,aroP,-0.035688273852876914,121600.0
4,ArcA-1-M9+ace-5,arca-1 + M9+ace,257853,257889,6.68764,,,pepD,pepD,-1.479066575154427,257871.0
5,ArcA-1-M9+ace-6,arca-1 + M9+ace,290435,290469,10.54719,"b4688,b0273,b4766","ykgS,argF,argL",ykgS,ykgS,-0.453125,290452.0
6,ArcA-1-M9+ace-7,arca-1 + M9+ace,317182,317215,10.68764,"b4631,b0300","ykgQ,ykgA",ykgA,ykgA,-0.09110787172011661,317198.5
7,ArcA-1-M9+ace-8,arca-1 + M9+ace,331557,331589,6.85955,b4730,yahV,yahV,yahV,-3.0945945945945947,331573.0
8,ArcA-1-M9+ace-9,arca-1 + M9+ace,742620,742660,18.03146,"b0710,b0711,b0712,b0713,b0714,b0709","ybgI,pxpB,pxpC,pxpA,nei,dtpD",dtpD,dtpD,-0.05671843349088454,742640.0
9,ArcA-1-M9+ace-10,arca-1 + M9+ace,849148,849186,23.29,b0812,dps,dps,dps,-0.5089463220675944,849167.0
10,ArcA-1-M9+ace-11,arca-1 + M9+ace,893716,893750,5.34382,"b0854,b0855,b0856,b0857","potF,potG,potH,potI",potF,potF,-0.045863309352517985,893733.0
11,ArcA-1-M9+ace-12,arca-1 + M9+ace,900648,900680,9.85955,b0860,artJ,artJ,artJ,-0.12175102599179206,900664.0
12,ArcA-1-M9+ace-13,arca-1 + M9+ace,903813,903845,8.85955,"b0861,b0862,b0863,b0864","artM,artQ,artI,artP",artP,artP,-0.1304945054945055,903829.0
13,ArcA-1-M9+ace-14,arca-1 + M9+ace,914941,914975,5.85955,b0874,lysO,lysO,lysO,-0.11234705228031146,914958.0
14,ArcA-1-M9+ace-15,arca-1 + M9+ace,932248,932280,11.03146,"b0889,b0888","lrp,trxB",trxB,trxB,-0.22176165803108808,932264.0
15,ArcA-1-M9+ace-16,arca-1 + M9+ace,975706,975740,3.85955,"b0923,b0924","mukE,mukB",mukE,mukE,0.1434659090909091,975723.0
16,ArcA-1-M9+ace-17,arca-1 + M9+ace,1002964,1002992,3.44,"b0942,b0943,b0944","ycbU,ycbV,ycbF",ycbU,ycbU,0.16420664206642066,1002978.0
17,ArcA-1-M9+ace-18,arca-1 + M9+ace,1005824,1005860,2.68764,b0946,zapC,zapC,zapC,-0.2029520295202952,1005842.0
18,ArcA-1-M9+ace-19,arca-1 + M9+ace,1276379,1276411,12.09,,,narX,narX,0.6809576837416481,1276395.0
19,ArcA-1-M9+ace-20,arca-1 + M9+ace,1364244,1364278,6.95,"b1301,b1302","puuB,puuE",puuB,puuB,0.02265625,1364261.0
