,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,GyrA-expo-1,gyra + expo,1459,1490,1.19,,,thrA,thrA,0.46224116930572473,1474.5
1,GyrA-expo-2,gyra + expo,10131,10158,1.73,b0010,satP,satP,satP,0.6164021164021164,10144.5
2,GyrA-expo-3,gyra + expo,10198,10222,1.96,b0010,satP,satP,satP,0.5008818342151675,10210.0
3,GyrA-expo-4,gyra + expo,10750,10781,1.27,b0010,satP,yaaW,yaaW,0.8270308123249299,10765.5
4,GyrA-expo-5,gyra + expo,11179,11205,1.69,b0011,yaaW,yaaW,yaaW,0.22969187675070027,11192.0
5,GyrA-expo-6,gyra + expo,15136,15170,1.38,b0016,insL1,dnaJ,dnaJ,0.8717948717948718,15153.0
6,GyrA-expo-8,gyra + expo,30016,30050,0.88,"b0032,b0033","carA,carB",carA,carA,0.3333333333333333,30033.0
7,GyrA-expo-9,gyra + expo,32769,32791,1.31,,,carB,carB,0.6095592799503414,32780.0
8,GyrA-expo-10,gyra + expo,33070,33101,1.96,,,carB,carB,0.7043761638733705,33085.5
9,GyrA-expo-11,gyra + expo,33507,33550,1.0,,,carB,carB,0.8418684047175667,33528.5
10,GyrA-expo-12,gyra + expo,35629,35654,1.04,"b0035,b0036","caiE,caiD",caiD,caiD,0.6622137404580153,35641.5
11,GyrA-expo-13,gyra + expo,39211,39233,1.38,"b0035,b0036,b0037,b0038","caiE,caiD,caiC,caiB",caiB,caiB,-0.08784893267651889,39222.0
12,GyrA-expo-14,gyra + expo,47740,47776,1.35,"b0046,b0047","kefF,kefC",kefF,kefF,0.9661016949152542,47758.0
13,GyrA-expo-15,gyra + expo,48968,48994,1.42,,,kefC,kefC,0.6511003757380569,48981.0
14,GyrA-expo-16,gyra + expo,66799,66832,1.23,b0061,araD,araD,araD,-0.38146551724137934,66815.5
15,GyrA-expo-17,gyra + expo,73110,73158,1.0,"b0066,b0067","thiQ,thiP",thiP,thiP,0.8609559279950342,73134.0
16,GyrA-expo-18,gyra + expo,78026,78064,1.08,b0070,setA,setA,setA,0.3604749787955895,78045.0
17,GyrA-expo-19,gyra + expo,101581,101617,1.5,,,murC,murC,0.5657181571815718,101599.0
18,GyrA-expo-20,gyra + expo,107380,107409,1.27,"b0097,b0098,b0099","secM,secA,mutT",lpxC,lpxC,0.9133986928104575,107394.5
19,GyrA-expo-21,gyra + expo,110440,110467,2.15,,,secA,secA,0.8039541759053954,110453.5
20,GyrA-expo-22,gyra + expo,110866,110894,1.19,"b0098,b0099","secA,mutT",secA,secA,0.9615668883961567,110880.0
21,GyrA-expo-23,gyra + expo,110956,110982,1.5,"b0098,b0099","secA,mutT",secA,secA,0.9944567627494457,110969.0
22,GyrA-expo-24,gyra + expo,111536,111546,1.0,,,guaC,guaC,-1.8218390804597702,111541.0
23,GyrA-expo-25,gyra + expo,116308,116338,1.15,,,hofB,hofB,0.5598845598845599,116323.0
24,GyrA-expo-26,gyra + expo,119989,120015,1.27,,,ampE,ampE,0.8444444444444444,120002.0
25,GyrA-expo-27,gyra + expo,129988,130015,1.69,,,yacH,yacH,0.6788025889967637,130001.5
26,GyrA-expo-28,gyra + expo,130038,130065,1.08,,,yacH,yacH,0.6518338727076591,130051.5
