,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,GadE-M9-1,gade + M9,236968,236999,4.91,"b0216,b0217","aspV,yafT",aspV,aspV,0.6907894736842105,236983.5
1,GadE-M9-2,gade + M9,297191,297235,5.84,b0281,intF,intF,intF,-0.08357142857142857,297213.0
2,GadE-M9-3,gade + M9,401092,401121,53.27,"b0382,b0381","iraP,ddlA",ddlA,ddlA,-0.16773308957952468,401106.5
3,GadE-M9-4,gade + M9,1572120,1572151,2.05,"b1492,b1493","gadC,gadB",gadB,gadB,-0.06464285714285714,1572135.5
4,GadE-M9-5,gade + M9,1610839,1610868,4.58,b1521,uxaB,uxaB,uxaB,-0.11957270847691247,1610853.5
5,GadE-M9-6,gade + M9,1923138,1923171,1.89,"b4432,b1838,b4433","ryeA,pphA,sdsR",sdsR,sdsR,0.5097087378640777,1923154.5
6,GadE-M9-7,gade + M9,1925157,1925185,1.09,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",holE,holE,0.27391304347826084,1925171.0
7,GadE-M9-8,gade + M9,1991798,1991831,5.03,"b1908,b4759","yecA,3'ETS-<i>leuZ</i>",leuZ,leuZ,1.005813953488372,1991814.5
8,GadE-M9-9,gade + M9,2044646,2044675,1.88,b1978,yeeJ,yeeJ,yeeJ,-0.03921707179197287,2044660.5
9,GadE-M9-10,gade + M9,2059950,2059983,3.04,b1985,yeeO,cbl,cbl,0.9973684210526316,2059966.5
10,GadE-M9-11,gade + M9,2266157,2266184,1.61,b2172,yeiQ,yeiQ,yeiQ,-0.05081855388813097,2266170.5
11,GadE-M9-12,gade + M9,2269799,2269830,1.89,b2175,mepS,mepS,mepS,-0.29063604240282687,2269814.5
12,GadE-M9-13,gade + M9,2313001,2313032,12.67,"b4439,b2216,b2217,b2215","micF,rcsD,rcsB,ompC",micF,micF,-0.7336956521739131,2313016.5
13,GadE-M9-14,gade + M9,2521177,2521201,2.67,"b2403,b2404","valY,lysV",valY,valY,0.21333333333333335,2521189.0
14,GadE-M9-15,gade + M9,2563379,2563424,14.66,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.5053050397877984,2563401.5
15,GadE-M9-16,gade + M9,2564907,2564952,9.23,b2450,yffS,yffS,yffS,0.5024721878862793,2564929.5
16,GadE-M9-17,gade + M9,2748297,2748341,2.37,"b2611,b4461","ypjD,yfjD",ypjD,ypjD,0.45132743362831856,2748319.0
17,GadE-M9-18,gade + M9,2755911,2755945,1.91,"b2621,b2622","ssrA,intA",ssrA,ssrA,0.925414364640884,2755928.0
18,GadE-M9-19,gade + M9,2947374,2947406,2.82,"b2814,b2815,b2816,b2813","metZ,metW,metV,mltA",metZ,metZ,0.039473684210526314,2947390.0
19,GadE-M9-20,gade + M9,3210947,3210975,2.07,"b3065,b3066,b3067,b3064","rpsU,dnaG,rpoD,tsaD",rpsU,rpsU,0.8372093023255814,3210961.0
20,GadE-M9-21,gade + M9,3244801,3244815,6.19,"b3093,b3091,b3092","exuT,uxaA,uxaC",uxaC,uxaC,-0.04745042492917847,3244808.0
21,GadE-M9-22,gade + M9,3318064,3318094,4.4,"b3164,b3165,b3166,b3167,b3168,b3169,b3170","pnp,rpsO,truB,rbfA,infB,nusA,rimP",rimP,rimP,-0.16150442477876106,3318079.0
22,GadE-M9-23,gade + M9,3354641,3354675,3.75,"b3212,b3213,b3214","gltB,gltD,gltF",gltB,gltB,-0.015022421524663676,3354658.0
23,GadE-M9-24,gade + M9,3492453,3492465,3.45,"b3364,b3363","tsgA,ppiA",tsgA,tsgA,-0.09229466553767993,3492459.0
24,GadE-M9-25,gade + M9,3592596,3592625,1.71,"b3449,b3450,b3451,b3452,b3453","ugpQ,ugpC,ugpE,ugpA,ugpB",ugpB,ugpB,-0.2169452887537994,3592610.5
25,GadE-M9-26,gade + M9,3656891,3656922,28.08,"b3511,b3508,b3509,b3510","hdeD,yhiD,hdeB,hdeA",hdeD,hdeD,-0.1547202797202797,3656906.5
26,GadE-M9-27,gade + M9,3658195,3658204,16.0,"b3512,b4718,b3513,b3514,b4704","gadE,gadF,mdtE,mdtF,arrS",arrS,arrS,-2.108695652173913,3658199.5
27,GadE-M9-28,gade + M9,3672148,3672174,1.99,"b3521,b3520","rcdB,yhjB",rcdB,rcdB,-0.2814238042269188,3672161.0
28,GadE-M9-29,gade + M9,3891509,3891535,3.75,b3710,mdtL,mdtL,mdtL,-0.07914893617021276,3891522.0
29,GadE-M9-30,gade + M9,3966231,3966262,3.44,"b3782,b3783","rhoL,rho",rhoL,rhoL,0.15346534653465346,3966246.5
30,GadE-M9-31,gade + M9,3982402,3982428,7.17,"b3796,b3797,b3798,b3799","argX,hisR,leuT,proM",argX,argX,0.5263157894736842,3982415.0
31,GadE-M9-32,gade + M9,4080055,4080063,1.45,,,fdhD,fdhD,-7.151260504201681,4080059.0
32,GadE-M9-33,gade + M9,4196122,4196172,1.41,"b3990,b3991,b4407,b3992,b3993,b3994","thiH,thiG,thiS,thiF,thiE,thiC",thiC,thiC,-0.025329815303430078,4196147.0
33,GadE-M9-34,gade + M9,4330419,4330457,3.09,b4111,proP,proP,proP,-0.0426098535286285,4330438.0
34,GadE-M9-35,gade + M9,4425023,4425043,2.09,"b4200,b4201,b4202,b4203,b4199","rpsF,priB,rpsR,rplI,yjfY",rpsF,rpsF,-0.21518987341772153,4425033.0
