,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,AtoC-1,atoc + acetoacetate,151,186,8.93,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,-0.3106060606060606,168.5
1,AtoC-1,atoc + acetoacetate,151,186,8.93,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.06800649614291514,168.5
2,AtoC-1,atoc + acetoacetate,151,186,8.93,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.820471596998928,168.5
3,AtoC-1,atoc + acetoacetate,151,186,8.93,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.7696192696192696,168.5
4,AtoC-2,atoc + acetoacetate,237,272,14.09,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,0.9924242424242424,254.5
5,AtoC-2,atoc + acetoacetate,237,272,14.09,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.03308972797401543,254.5
6,AtoC-2,atoc + acetoacetate,237,272,14.09,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.7282958199356915,254.5
7,AtoC-2,atoc + acetoacetate,237,272,14.09,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.702797202797203,254.5
8,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,0.11643835616438356,21205.5
9,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,-0.21284501061571126,21205.5
10,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.4204827831025914,21205.5
11,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-8.081818181818182,21205.5
12,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-10.265555555555556,21205.5
13,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.331756046267087,21205.5
14,AtoC-3,atoc + acetoacetate,21191,21220,4.46,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-0.48295454545454547,21205.5
15,AtoC-4,atoc + acetoacetate,83624,83656,15.54,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuD,-6.909240924092409,83640.0
16,AtoC-4,atoc + acetoacetate,83624,83656,15.54,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuC,-1.9814418272662384,83640.0
17,AtoC-4,atoc + acetoacetate,83624,83656,15.54,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuB,-1.5402930402930404,83640.0
18,AtoC-4,atoc + acetoacetate,83624,83656,15.54,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuA,-0.07061068702290077,83640.0
19,AtoC-4,atoc + acetoacetate,83624,83656,15.54,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuL,0.7816091954022989,83640.0
20,AtoC-5,atoc + acetoacetate,83716,83750,11.19,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuD,-7.0627062706270625,83733.0
21,AtoC-5,atoc + acetoacetate,83716,83750,11.19,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuC,-2.047822983583155,83733.0
22,AtoC-5,atoc + acetoacetate,83716,83750,11.19,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuB,-1.6254578754578755,83733.0
23,AtoC-5,atoc + acetoacetate,83716,83750,11.19,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuA,-0.1297709923664122,83733.0
24,AtoC-5,atoc + acetoacetate,83716,83750,11.19,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuL,-0.28735632183908044,83733.0
25,AtoC-6,atoc + acetoacetate,169871,169917,32.2,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,0.14661654135338345,169894.0
26,AtoC-6,atoc + acetoacetate,169871,169917,32.2,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuD,-0.7631874298540965,169894.0
27,AtoC-6,atoc + acetoacetate,169871,169917,32.2,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuB,-0.7902168431669188,169894.0
28,AtoC-7,atoc + acetoacetate,236968,236999,16.07,b0217,yafT,yafT,-0.44592875318066155,236983.5
29,AtoC-8,atoc + acetoacetate,297191,297235,4.09,b0281,intF,intF,-0.0835117773019272,297213.0
30,AtoC-9,atoc + acetoacetate,657245,657275,3.98,b0623,cspE,cspE,-0.14761904761904762,657260.0
31,AtoC-10,atoc + acetoacetate,852819,852824,3.93,"b0817,b0818,b0815","mntR,ybiR,opgE",mntR,-0.7702991452991453,852821.5
32,AtoC-10,atoc + acetoacetate,852819,852824,3.93,"b0817,b0818,b0815","mntR,ybiR,opgE",ybiR,-0.7368185880250223,852821.5
33,AtoC-10,atoc + acetoacetate,852819,852824,3.93,"b0817,b0818,b0815","mntR,ybiR,opgE",opgE,-0.14172979797979798,852821.5
34,AtoC-11,atoc + acetoacetate,852998,853034,2.65,"b0817,b0818,b0815,b4705","mntR,ybiR,opgE,mntS",mntR,-0.3547008547008547,853016.0
35,AtoC-11,atoc + acetoacetate,852998,853034,2.65,"b0817,b0818,b0815,b4705","mntR,ybiR,opgE,mntS",ybiR,-0.5630026809651475,853016.0
36,AtoC-11,atoc + acetoacetate,852998,853034,2.65,"b0817,b0818,b0815,b4705","mntR,ybiR,opgE,mntS",opgE,-0.26452020202020204,853016.0
