,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,mixed-TFs-pool1c-M9+glu-1,mixed-tfs-pool1c + M9+glu,41961,41995,2.63,"b0041,b0042,b0043,b0044,b0035,b0036,b0037,b0038,b0039,b0040","fixA,fixB,fixC,fixX,caiE,caiD,caiC,caiB,caiA,caiT",caiT,caiT,-0.031023102310231022,41978.0
1,mixed-TFs-pool1c-M9+glu-2,mixed-tfs-pool1c + M9+glu,41984,42029,2.45,"b0041,b0042,b0043,b0044,b0035,b0036,b0037,b0038,b0039,b0040","fixA,fixB,fixC,fixX,caiE,caiD,caiC,caiB,caiA,caiT",caiT,caiT,-0.04983498349834983,42006.5
2,mixed-TFs-pool1c-M9+glu-3,mixed-tfs-pool1c + M9+glu,42232,42253,2.61,"b0041,b0042,b0043,b0044,b0035,b0036,b0037,b0038,b0039,b0040","fixA,fixB,fixC,fixX,caiE,caiD,caiC,caiB,caiA,caiT",fixA,fixA,-0.20687418936446172,42242.5
3,mixed-TFs-pool1c-M9+glu-4,mixed-tfs-pool1c + M9+glu,83954,83958,1.55,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuL,leuL,-2.8505747126436782,83956.0
4,mixed-TFs-pool1c-M9+glu-5,mixed-tfs-pool1c + M9+glu,84066,84116,2.34,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuO,leuO,-0.2920634920634921,84091.0
5,mixed-TFs-pool1c-M9+glu-6,mixed-tfs-pool1c + M9+glu,84220,84254,2.48,b0076,leuO,leuO,leuO,-0.13756613756613756,84237.0
6,mixed-TFs-pool1c-M9+glu-7,mixed-tfs-pool1c + M9+glu,150985,151013,1.28,b0135,yadC,yadK,yadK,1.0050251256281406,150999.0
7,mixed-TFs-pool1c-M9+glu-8,mixed-tfs-pool1c + M9+glu,151062,151100,1.22,"b0135,b0136","yadC,yadK",yadK,yadK,0.8676716917922948,151081.0
8,mixed-TFs-pool1c-M9+glu-9,mixed-tfs-pool1c + M9+glu,152674,152708,1.07,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",yadM,yadM,0.21228070175438596,152691.0
9,mixed-TFs-pool1c-M9+glu-10,mixed-tfs-pool1c + M9+glu,152740,152750,1.23,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",yadM,yadM,0.11754385964912281,152745.0
10,mixed-TFs-pool1c-M9+glu-11,mixed-tfs-pool1c + M9+glu,152860,152907,1.15,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",htrE,htrE,0.9786374133949192,152883.5
11,mixed-TFs-pool1c-M9+glu-12,mixed-tfs-pool1c + M9+glu,156123,156153,1.8,"b0139,b0140","htrE,yadV",yadV,yadV,0.08502024291497975,156138.0
12,mixed-TFs-pool1c-M9+glu-13,mixed-tfs-pool1c + M9+glu,156257,156277,1.87,"b0139,b0140","htrE,yadV",yadV,yadV,-0.08906882591093117,156267.0
13,mixed-TFs-pool1c-M9+glu-14,mixed-tfs-pool1c + M9+glu,156994,157002,2.41,b0141,yadN,yadN,yadN,-0.19658119658119658,156998.0
14,mixed-TFs-pool1c-M9+glu-15,mixed-tfs-pool1c + M9+glu,157104,157135,3.05,b0141,yadN,yadN,yadN,-0.4042735042735043,157119.5
15,mixed-TFs-pool1c-M9+glu-16,mixed-tfs-pool1c + M9+glu,157193,157228,2.25,b0141,yadN,yadN,yadN,-0.5598290598290598,157210.5
