,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YihW-glc-1,yihw + glc,297191,297235,8.11,b0281,intF,intF,intF,-0.08357142857142857,297213.0
1,YihW-glc-2,yihw + glc,997562,997599,4.527677,"b0938,b0933,b0934,b0935,b0936,b0937","elfA,ssuB,ssuC,ssuD,ssuA,ssuE",ssuE,ssuE,-0.1191304347826087,997580.5
2,YihW-glc-3,yihw + glc,1031685,1031723,1.3,"b0972,b0973,b0974,b0975,b0976,b0977,b0970,b0971","hyaA,hyaB,hyaC,hyaD,hyaE,hyaF,yccA,serT",serT,serT,0.09195402298850575,1031704.0
3,YihW-glc-4,yihw + glc,1610715,1610737,3.49,b1521,uxaB,uxaB,uxaB,-0.03170227429359063,1610726.0
4,YihW-glc-5,yihw + glc,1746561,1746587,1.77,"b1666,b1667,b1664","valW,ydhR,ydhQ",valW,valW,0.7631578947368421,1746574.0
5,YihW-glc-6,yihw + glc,1992066,1992095,7.35,"b1908,b4759,b1909,b1910,b1911","yecA,3'ETS-<i>leuZ</i>,leuZ,cysT,glyW",glyW,glyW,0.4866666666666667,1992080.5
6,YihW-glc-7,yihw + glc,2059939,2059965,3.2,b1985,yeeO,cbl,cbl,1.0126315789473683,2059952.0
7,YihW-glc-8,yihw + glc,2352452,2352489,5.422141,"b2241,b2242,b2243,b2239,b2240","glpA,glpB,glpC,glpQ,glpT",glpT,glpT,-0.07106038291605302,2352470.5
8,YihW-glc-9,yihw + glc,2521209,2521253,3.24,"b2403,b2404","valY,lysV",valY,valY,0.7733333333333333,2521231.0
9,YihW-glc-10,yihw + glc,3210712,3210742,1.94,"b3065,b3066,b3067,b3064","rpsU,dnaG,rpoD,tsaD",rpsU,rpsU,-0.25116279069767444,3210727.0
10,YihW-glc-11,yihw + glc,3244801,3244815,4.31,"b3093,b3091,b3092","exuT,uxaA,uxaC",uxaC,uxaC,-0.04745042492917847,3244808.0
11,YihW-glc-12,yihw + glc,3246600,3246615,1.4,b3094,exuR,exuR,exuR,-0.057345360824742266,3246607.5
12,YihW-glc-13,yihw + glc,3318243,3318279,4.98,"b3172,b3164,b3165,b3166,b3167,b3168,b3169,b3170,b3171","argG,pnp,rpsO,truB,rbfA,infB,nusA,rimP,metY",metY,metY,0.3684210526315789,3318261.0
13,YihW-glc-14,yihw + glc,3354506,3354539,2.28,"b3212,b3213,b3214,b3211","gltB,gltD,gltF,yhcC",gltB,gltB,-0.04540358744394619,3354522.5
14,YihW-glc-15,yihw + glc,3453306,3453330,4.3,"b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321","rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ",rpsJ,rpsJ,-0.15434083601286175,3453318.0
15,YihW-glc-16,yihw + glc,3950380,3950417,8.75,"b3766,b4669,b4488,b3769,b3770,b3771,b3772,b3765","ilvL,ilvX,ilvG,ilvM,ilvE,ilvD,ilvA,yifB",ilvL,ilvL,0.7806122448979592,3950398.5
16,YihW-glc-17,yihw + glc,3966240,3966269,3.12,"b3782,b3783","rhoL,rho",rhoL,rhoL,0.23267326732673269,3966254.5
17,YihW-glc-18,yihw + glc,3982607,3982626,6.75,"b3798,b3799,b3800","leuT,proM,aslB",leuT,leuT,0.12209302325581395,3982616.5
18,YihW-glc-19,yihw + glc,4073641,4073680,12.73875,"b3883,b3884,b3880,b3881,b3882","yihV,csqR,yihS,yihT,yihU",yihV,yihV,-0.08761160714285714,4073660.5
