,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,RdgC-1,rdgc + sta,255,283,1.49,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,thrL,1.2121212121212122,269.0
1,RdgC-2,rdgc + sta,18326,18356,1.35,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.7309340188517567,18341.0
2,RdgC-3,rdgc + sta,19183,19207,1.13,b0020,nhaR,nhaR,nhaR,0.5309050772626932,19195.0
3,RdgC-4,rdgc + sta,29246,29260,1.93,"b0032,b0033","carA,carB",carA,carA,-0.34551784160139254,29253.0
4,RdgC-5,rdgc + sta,29505,29536,1.06,"b0032,b0033","carA,carB",carA,carA,-0.11270670147954744,29520.5
5,RdgC-6,rdgc + sta,33906,33955,0.96,b0034,caiF,carB,carB,0.9666356300434513,33930.5
6,RdgC-7,rdgc + sta,37678,37709,1.58,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,caiC,0.08397683397683398,37693.5
7,RdgC-8,rdgc + sta,49472,49541,0.81,b0048,folA,kefC,kefC,0.9331723027375202,49506.5
8,RdgC-9,rdgc + sta,50113,50143,0.97,b0048,folA,folA,folA,0.6375,50128.0
9,RdgC-10,rdgc + sta,52905,52923,1.03,"b0049,b0050,b0051,b0052","apaH,apaG,rsmA,pdxA",pdxA,pdxA,0.5070707070707071,52914.0
10,RdgC-11,rdgc + sta,58835,58870,1.13,"b4659_1,b4659_2","yabP_1,yabP_2",yabP_1,yabP_1,0.655440414507772,58852.5
11,RdgC-12,rdgc + sta,78528,78555,1.1,,,setA,setA,0.7815945716709075,78541.5
12,RdgC-13,rdgc + sta,111050,111064,1.93,b0099,mutT,mutT,mutT,0.035897435897435895,111057.0
13,RdgC-14,rdgc + sta,111536,111546,3.18,,,guaC,guaC,-1.8218390804597702,111541.0
14,RdgC-15,rdgc + sta,119107,119134,1.16,"b0110,b0111,b0109","ampD,ampE,nadC",ampD,ampD,0.7038043478260869,119120.5
15,RdgC-16,rdgc + sta,134493,134525,0.97,b0119,yacL,yacL,yacL,0.33608815426997246,134509.0
16,RdgC-17,rdgc + sta,138752,138763,1.77,,,yacC,yacC,-5.288793103448276,138757.5
17,RdgC-18,rdgc + sta,155430,155461,1.0,b0139,htrE,yadV,yadV,1.0195681511470984,155445.5
18,RdgC-19,rdgc + sta,157464,157486,1.25,b0142,folK,folK,folK,0.5354166666666667,157475.0
19,RdgC-20,rdgc + sta,169871,169917,2.54,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.14661654135338345,169894.0
20,RdgC-21,rdgc + sta,215408,215440,1.23,b0192,nlpE,nlpE,nlpE,0.21940928270042195,215424.0
21,RdgC-22,rdgc + sta,216042,216056,1.42,,,yaeP,yaeP,-9.572139303482587,216049.0
