,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,mixed-TFs-pool1a-M9+glu-1,mixed-tfs-pool1a + M9+glu,83581,83614,3.39,"b0071,b0072,b0073,b0074","leuD,leuC,leuB,leuA",leuA,leuA,-0.04357506361323155,83597.5
1,mixed-TFs-pool1a-M9+glu-2,mixed-tfs-pool1a + M9+glu,169871,169917,3.43,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.14661654135338345,169894.0
2,mixed-TFs-pool1a-M9+glu-3,mixed-tfs-pool1a + M9+glu,236917,236951,3.59,b0217,yafT,yafT,yafT,-0.5089058524173028,236934.0
3,mixed-TFs-pool1a-M9+glu-4,mixed-tfs-pool1a + M9+glu,297191,297235,4.71,b0281,intF,intF,intF,-0.0835117773019272,297213.0
4,mixed-TFs-pool1a-M9+glu-5,mixed-tfs-pool1a + M9+glu,331864,331899,9.19,,,yahA,yahA,-0.44857667584940314,331881.5
5,mixed-TFs-pool1a-M9+glu-6,mixed-tfs-pool1a + M9+glu,1020151,1020176,1.71,b0957,ompA,ompA,ompA,-0.10614793467819404,1020163.5
6,mixed-TFs-pool1a-M9+glu-7,mixed-tfs-pool1a + M9+glu,1031694,1031721,2.13,"b0972,b0973,b0974,b0975,b0976,b0977,b0970","hyaA,hyaB,hyaC,hyaD,hyaE,hyaF,yccA",yccA,yccA,-0.43863636363636366,1031707.5
7,mixed-TFs-pool1a-M9+glu-8,mixed-tfs-pool1a + M9+glu,1157742,1157779,2.66,b1101,ptsG,ptsG,ptsG,-0.07496513249651325,1157760.5
8,mixed-TFs-pool1a-M9+glu-9,mixed-tfs-pool1a + M9+glu,1250946,1250976,2.94,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.05416666666666667,1250961.0
9,mixed-TFs-pool1a-M9+glu-10,mixed-tfs-pool1a + M9+glu,1298343,1298378,4.61,"b1242,b1241","ychE,adhE",ychE,ychE,-0.36496913580246915,1298360.5
10,mixed-TFs-pool1a-M9+glu-11,mixed-tfs-pool1a + M9+glu,1610713,1610737,2.41,b1521,uxaB,uxaB,uxaB,-0.030991735537190084,1610725.0
11,mixed-TFs-pool1a-M9+glu-12,mixed-tfs-pool1a + M9+glu,1668572,1668603,1.88,"b1593,b1594","ynfK,mlc",mlc,mlc,-0.019246519246519246,1668587.5
12,mixed-TFs-pool1a-M9+glu-13,mixed-tfs-pool1a + M9+glu,1739798,1739830,2.69,"b1660,b1659","ydhC,ydhB",ydhB,ydhB,-0.01714898177920686,1739814.0
13,mixed-TFs-pool1a-M9+glu-14,mixed-tfs-pool1a + M9+glu,1746558,1746593,3.73,"b1667,b1664","ydhR,ydhQ",ydhR,ydhR,-0.4035947712418301,1746575.5
14,mixed-TFs-pool1a-M9+glu-15,mixed-tfs-pool1a + M9+glu,1755462,1755500,2.66,"b1676,b1675","pykF,ydhZ",pykF,pykF,-0.15286624203821655,1755481.0
15,mixed-TFs-pool1a-M9+glu-16,mixed-tfs-pool1a + M9+glu,1861994,1862025,1.98,b1777,yeaC,msrB,msrB,1.0132850241545894,1862009.5
16,mixed-TFs-pool1a-M9+glu-17,mixed-tfs-pool1a + M9+glu,1862652,1862692,2.7,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,gapA,-0.09839357429718876,1862672.0
17,mixed-TFs-pool1a-M9+glu-18,mixed-tfs-pool1a + M9+glu,1901905,1901935,3.44,"b1817,b1818,b1819,b1816","manX,manY,manZ,yoaE",manX,manX,-0.13065843621399176,1901920.0
18,mixed-TFs-pool1a-M9+glu-19,mixed-tfs-pool1a + M9+glu,1923137,1923169,1.56,b1838,pphA,pphA,pphA,-0.2800608828006088,1923153.0
19,mixed-TFs-pool1a-M9+glu-20,mixed-tfs-pool1a + M9+glu,1991798,1991830,6.38,b1908,yecA,yecA,yecA,-0.2927927927927928,1991814.0
20,mixed-TFs-pool1a-M9+glu-21,mixed-tfs-pool1a + M9+glu,2044575,2044616,2.26,b1978,yeeJ,yeeJ,yeeJ,-0.048254910272714426,2044595.5
21,mixed-TFs-pool1a-M9+glu-22,mixed-tfs-pool1a + M9+glu,2059889,2059918,3.96,b1985,yeeO,yeeO,yeeO,-0.14348118279569894,2059903.5
22,mixed-TFs-pool1a-M9+glu-23,mixed-tfs-pool1a + M9+glu,2090001,2090032,1.64,"b2018,b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2026,b4539,b2017","hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI,yoeB,yefM",hisL,hisL,0.4215686274509804,2090016.5
23,mixed-TFs-pool1a-M9+glu-24,mixed-tfs-pool1a + M9+glu,2263506,2263537,23.8,"b2170,b2167,b2168,b2169","setB,fruA,fruK,fruB",fruB,fruB,-0.023430592396109638,2263521.5
24,mixed-TFs-pool1a-M9+glu-25,mixed-tfs-pool1a + M9+glu,2278144,2278200,3.35,b2181,yejG,yejG,yejG,0.18840579710144928,2278172.0
25,mixed-TFs-pool1a-M9+glu-26,mixed-tfs-pool1a + M9+glu,2278150,2278191,3.46,b2181,yejG,yejG,yejG,0.1927536231884058,2278170.5
26,mixed-TFs-pool1a-M9+glu-27,mixed-tfs-pool1a + M9+glu,2518090,2518124,4.24,"b2398,b2399,b2395","yfeC,yfeD,yfeA",yfeA,yfeA,-0.12557077625570776,2518107.0
27,mixed-TFs-pool1a-M9+glu-28,mixed-tfs-pool1a + M9+glu,2520985,2521012,5.01,b2400,gltX,gltX,gltX,-0.23057909604519775,2520998.5
28,mixed-TFs-pool1a-M9+glu-29,mixed-tfs-pool1a + M9+glu,2533513,2533553,30.41,"b2415,b2416,b2417","ptsH,ptsI,crr",ptsH,ptsH,-0.8914728682170543,2533533.0
29,mixed-TFs-pool1a-M9+glu-30,mixed-tfs-pool1a + M9+glu,2563379,2563424,8.63,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.5013227513227513,2563401.5
30,mixed-TFs-pool1a-M9+glu-31,mixed-tfs-pool1a + M9+glu,2818374,2818407,6.85,,,yqaB,yqaB,-1.5652557319223985,2818390.5
31,mixed-TFs-pool1a-M9+glu-32,mixed-tfs-pool1a + M9+glu,2908707,2908747,3.53,,,pyrG,pyrG,0.5732600732600732,2908727.0
32,mixed-TFs-pool1a-M9+glu-33,mixed-tfs-pool1a + M9+glu,2924155,2924185,6.633212,"b2790,b2791,b2792","yqcA,truC,yqcC",yqcC,yqcC,-0.17272727272727273,2924170.0
33,mixed-TFs-pool1a-M9+glu-34,mixed-tfs-pool1a + M9+glu,2947374,2947411,2.47,b2813,mltA,mltA,mltA,-0.1953551912568306,2947392.5
34,mixed-TFs-pool1a-M9+glu-35,mixed-tfs-pool1a + M9+glu,3056095,3056119,3.316606,b2912,fau,fau,fau,-0.24225865209471767,3056107.0
35,mixed-TFs-pool1a-M9+glu-36,mixed-tfs-pool1a + M9+glu,3073805,3073834,9.13,"b2925,b2926,b2927","fbaA,pgk,epd",epd,epd,-0.12598039215686274,3073819.5
36,mixed-TFs-pool1a-M9+glu-37,mixed-tfs-pool1a + M9+glu,3073813,3073821,9.45,"b2925,b2926,b2927","fbaA,pgk,epd",epd,epd,-0.12352941176470589,3073817.0
37,mixed-TFs-pool1a-M9+glu-38,mixed-tfs-pool1a + M9+glu,3244801,3244815,2.65,"b3093,b3091,b3092","exuT,uxaA,uxaC",uxaC,uxaC,-0.047416843595187545,3244808.0
38,mixed-TFs-pool1a-M9+glu-39,mixed-tfs-pool1a + M9+glu,3308446,3308479,3.48,b3163,nlpI,nlpI,nlpI,0.5214689265536723,3308462.5
39,mixed-TFs-pool1a-M9+glu-40,mixed-tfs-pool1a + M9+glu,3318363,3318395,3.316606,"b3172,b3164,b3165,b3166,b3167,b3168,b3169,b3170","argG,pnp,rpsO,truB,rbfA,infB,nusA,rimP",argG,argG,-0.19122023809523808,3318379.0
40,mixed-TFs-pool1a-M9+glu-41,mixed-tfs-pool1a + M9+glu,3322531,3322560,4.98,b3175,secG,secG,secG,-0.12162162162162163,3322545.5
41,mixed-TFs-pool1a-M9+glu-42,mixed-tfs-pool1a + M9+glu,3354654,3354685,3.55,"b3212,b3213,b3214","gltB,gltD,gltF",gltB,gltB,-0.01221699170589554,3354669.5
42,mixed-TFs-pool1a-M9+glu-43,mixed-tfs-pool1a + M9+glu,3474597,3474630,2.31,"b3339,b3340,b3341,b3342","tufA,fusA,rpsG,rpsL",rpsL,rpsL,-0.164,3474613.5
43,mixed-TFs-pool1a-M9+glu-44,mixed-tfs-pool1a + M9+glu,3580912,3580944,2.24,"b3441,b3440","yhhY,yhhX",yhhX,yhhX,-0.11849710982658959,3580928.0
44,mixed-TFs-pool1a-M9+glu-45,mixed-tfs-pool1a + M9+glu,3672373,3672405,3.11,"b3521,b3520","yhjC,yhjB",yhjC,yhjC,-0.02666666666666667,3672389.0
45,mixed-TFs-pool1a-M9+glu-46,mixed-tfs-pool1a + M9+glu,3719875,3719915,4.527677,b3556,cspA,cspA,cspA,-0.7183098591549296,3719895.0
46,mixed-TFs-pool1a-M9+glu-47,mixed-tfs-pool1a + M9+glu,3811816,3811854,2.67,"b3635,b3636,b3637","mutM,rpmG,rpmB",rpmB,rpmB,-0.679324894514768,3811835.0
47,mixed-TFs-pool1a-M9+glu-48,mixed-tfs-pool1a + M9+glu,3891510,3891535,18.41,b3710,mdtL,mdtL,mdtL,-0.0778061224489796,3891522.5
48,mixed-TFs-pool1a-M9+glu-49,mixed-tfs-pool1a + M9+glu,3926992,3927025,2.52,"b3744,b3740,b3741,b3742,b3743","asnA,rsmG,mnmG,mioC,asnC",asnC,asnC,-0.011982570806100218,3927008.5
49,mixed-TFs-pool1a-M9+glu-50,mixed-tfs-pool1a + M9+glu,3982360,3982389,6.53,,,aslB,aslB,-0.47127831715210355,3982374.5
50,mixed-TFs-pool1a-M9+glu-51,mixed-tfs-pool1a + M9+glu,4107415,4107454,8.07,b3916,pfkA,pfkA,pfkA,-0.12097611630321911,4107434.5
51,mixed-TFs-pool1a-M9+glu-52,mixed-tfs-pool1a + M9+glu,4176077,4176105,2.24,b3980,tufB,tufB,tufB,0.1248945147679325,4176091.0
