,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YqhC-1,yqhc + M9,89583,89623,3.11,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.06535947712418301,89603.0
1,YqhC-2,yqhc + M9,113293,113331,2.74,"b0104,b0101,b0102,b0103","guaC,yacG,zapD,coaE",coaE,coaE,-0.1497584541062802,113312.0
2,YqhC-3,yqhc + M9,297191,297235,19.88,b0281,intF,intF,intF,-0.0835117773019272,297213.0
3,YqhC-4,yqhc + M9,451797,451816,4.52,"b0428,b0429,b0430,b0431,b0432","cyoE,cyoD,cyoC,cyoB,cyoA",cyoA,cyoA,-0.20727848101265822,451806.5
4,YqhC-5,yqhc + M9,1250946,1250977,10.12,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.05390625,1250961.5
5,YqhC-6,yqhc + M9,1409119,1409149,8.25,b1343,dbpA,dbpA,dbpA,-0.27365356622998543,1409134.0
6,YqhC-7,yqhc + M9,1610715,1610737,8.53,b1521,uxaB,uxaB,uxaB,-0.03168044077134986,1610726.0
7,YqhC-8,yqhc + M9,1991798,1991848,8.16,b1908,yecA,yecA,yecA,-0.3063063063063063,1991823.0
8,YqhC-9,yqhc + M9,2059833,2059864,3.3,b1985,yeeO,yeeO,yeeO,-0.10651881720430108,2059848.5
9,YqhC-10,yqhc + M9,2266076,2266086,3.08,b2172,yeiQ,yeiQ,yeiQ,-0.1111111111111111,2266081.0
10,YqhC-11,yqhc + M9,2269775,2269807,3.65,b2175,mepS,mepS,mepS,-0.3298059964726631,2269791.0
11,YqhC-12,yqhc + M9,2520967,2521011,5.56,b2400,gltX,gltX,gltX,-0.22387005649717515,2520989.0
12,YqhC-13,yqhc + M9,2563379,2563424,18.88,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.5013227513227513,2563401.5
13,YqhC-14,yqhc + M9,2716226,2716254,3.91,b2579,grcA,grcA,grcA,0.5442708333333334,2716240.0
14,YqhC-15,yqhc + M9,2800533,2800565,4.37,"b2673,b2674,b2675,b2676","nrdH,nrdI,nrdE,nrdF",nrdH,nrdH,-0.7032520325203252,2800549.0
15,YqhC-16,yqhc + M9,2924179,2924209,5.9,"b2790,b2791,b2792","yqcA,truC,yqcC",yqcC,yqcC,-0.24545454545454545,2924194.0
16,YqhC-17,yqhc + M9,2947374,2947411,4.39,b2813,mltA,mltA,mltA,-0.1953551912568306,2947392.5
17,YqhC-18,yqhc + M9,2999030,2999068,3.89,b2863,ygeQ,ygeQ,ygeQ,-0.1943711521547933,2999049.0
