,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,OmpR-NaCl-1,ompr + NaCl,89209,89268,6.86,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.8594771241830066,89238.5
1,OmpR-NaCl-2,ompr + NaCl,480063,480122,1.78,b0459,maa,hha,hha,0.9840182648401826,480092.5
2,OmpR-NaCl-3,ompr + NaCl,510775,510834,2.51,,,copA,copA,0.22934131736526947,510804.5
3,OmpR-NaCl-4,ompr + NaCl,576106,576166,2.26,b0552,insH1,nmpC_1,nmpC_1,0.6625,576136.0
4,OmpR-NaCl-5,ompr + NaCl,629059,629118,4.91,"b0596,b0597","entA,entH",entA,entA,0.7208835341365462,629088.5
5,OmpR-NaCl-6,ompr + NaCl,849553,849612,110.71,,,rhtA,rhtA,0.5793918918918919,849582.5
6,OmpR-NaCl-7,ompr + NaCl,986373,986432,43.04,,,ompF,ompF,0.532139577594123,986402.5
7,OmpR-NaCl-8,ompr + NaCl,1027037,1027089,3.07,b0963,mgsA,mgsA,mgsA,-0.10457516339869281,1027063.0
8,OmpR-NaCl-9,ompr + NaCl,1102597,1102656,76.17,"b1037,b1038,b1039,b1040","csgG,csgF,csgE,csgD",csgD,csgD,0.8748079877112135,1102626.5
9,OmpR-NaCl-10,ompr + NaCl,1542224,1542283,14.83,"b1465,b1466,b1467,b1468","narV,narW,narY,narZ",narZ,narZ,0.08994921144079124,1542253.5
10,OmpR-NaCl-11,ompr + NaCl,1710621,1710680,11.01,"b1631,b1632,b1633","rsxG,rsxE,nth",rsxG,rsxG,0.7206119162640902,1710650.5
11,OmpR-NaCl-12,ompr + NaCl,1910702,1910754,1.89,b1828,yebQ,yebQ,yebQ,0.3296943231441048,1910728.0
12,OmpR-NaCl-13,ompr + NaCl,1923367,1923419,2.01,"b1838,b1839","pphA,yebY",yebY,yebY,0.9152046783625731,1923393.0
13,OmpR-NaCl-14,ompr + NaCl,1940588,1940647,2.46,b1855,lpxM,mepM,mepM,0.7690854119425548,1940617.5
14,OmpR-NaCl-15,ompr + NaCl,1940818,1940875,2.23,,,mepM,mepM,0.5959939531368103,1940846.5
15,OmpR-NaCl-16,ompr + NaCl,1976353,1976412,19.75,"b1887,b1888,b1889,b1890","cheW,cheA,motB,motA",motA,motA,0.8519144144144144,1976382.5
16,OmpR-NaCl-17,ompr + NaCl,2031915,2031974,20.52,"b1960,b1961","vsr,dcm",dcm,dcm,0.26250880902043694,2031944.5
17,OmpR-NaCl-18,ompr + NaCl,2310906,2310960,64.94,,,apbE,apbE,0.5691287878787878,2310933.0
18,OmpR-NaCl-19,ompr + NaCl,2389715,2389774,3.21,,,yfbP,yfbP,0.7414605418138988,2389744.5
19,OmpR-NaCl-20,ompr + NaCl,2459263,2459322,2.24,"b2341,b2342","fadJ,fadI",fadI,fadI,0.8974065598779558,2459292.5
20,OmpR-NaCl-21,ompr + NaCl,2903494,2903554,33.82,,,yqcG,yqcG,-14.411347517730496,2903524.0
21,OmpR-NaCl-22,ompr + NaCl,3086060,3086119,5.33,"b2940,b2937,b2938,b2939","yqgC,speB,speA,yqgB",yqgB,yqgB,-0.2916666666666667,3086089.5
22,OmpR-NaCl-23,ompr + NaCl,3236367,3236426,18.87,"b3085,b3086,b3084","ygjP,ygjQ,rlmG",ygjP,ygjP,0.8680555555555556,3236396.5
23,OmpR-NaCl-24,ompr + NaCl,3237874,3237933,6.91,,,ygjR,ygjR,0.6013171225937184,3237903.5
24,OmpR-NaCl-25,ompr + NaCl,4244765,4244851,1.86,"b4032,b4033","malG,malF",malF,malF,0.17281553398058253,4244808.0
