,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,PhoB-M9P-1,phob + M9P,417086,417115,1.92,"b0399,b0400,b0397,b0398","phoB,phoR,sbcC,sbcD",phoB,phoB,-0.058695652173913045,417100.5
1,PhoB-M9P-2,phob + M9P,1198372,1198398,1.88,"b1139,b1137,b1138","lit,ymfD,ymfE",ymfE,ymfE,-0.2099290780141844,1198385.0
2,PhoB-M9P-3,phob + M9P,2774093,2774126,1.82,,,yfjW,yfjW,0.4650821596244131,2774109.5
3,PhoB-M9P-4,phob + M9P,2774321,2774354,1.82,,,yfjW,yfjW,0.5988849765258216,2774337.5
4,PhoB-M9P-5,phob + M9P,3284518,3284522,1.23,"b3138,b3139,b3140,b3141","agaB,agaC,agaD,agaI",agaB,agaB,0.7358490566037735,3284520.0
5,PhoB-M9P-6,phob + M9P,3321253,3321291,1.69,b3173,yhbX,yhbX,yhbX,0.2097170971709717,3321272.0
6,PhoB-M9P-7,phob + M9P,3321485,3321524,2.08,b3173,yhbX,yhbX,yhbX,0.06672816728167281,3321504.5
7,PhoB-M9P-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstS,pstS,-0.039865513928914506,3911566.5
8,PhoB-M9P-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstS,pstS,-0.11959654178674352,3911649.5
9,PhoB-M9P-10,phob + M9P,4003031,4003074,2.05,"b3817,b3818","yigF,yigG",yigG,yigG,0.36876640419947504,4003052.5
10,PhoB-M9P-11,phob + M9P,4058198,4058242,1.65,"b3871,b3868,b3869,b3870","typA,glnG,glnL,glnA",typA,typA,-0.10197368421052631,4058220.0
