,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,mixed-TFs-pool5-M9+gal-1,mixed-tfs-pool5 + M9+gal,155,187,3.39,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,thrL,-0.2923076923076923,171.0
1,mixed-TFs-pool5-M9+gal-2,mixed-tfs-pool5 + M9+gal,262,298,4.41,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,-0.0231519090170593,280.0
2,mixed-TFs-pool5-M9+gal-3,mixed-tfs-pool5 + M9+gal,1204,1228,1.43,,,thrA,thrA,0.3570268074735987,1216.0
3,mixed-TFs-pool5-M9+gal-4,mixed-tfs-pool5 + M9+gal,1363,1386,1.53,,,thrA,thrA,0.42140536149471974,1374.5
4,mixed-TFs-pool5-M9+gal-5,mixed-tfs-pool5 + M9+gal,1592,1636,1.77,,,thrA,thrA,0.5186839967506093,1614.0
5,mixed-TFs-pool5-M9+gal-6,mixed-tfs-pool5 + M9+gal,2041,2045,1.23,,,thrA,thrA,0.6929325751421609,2043.0
6,mixed-TFs-pool5-M9+gal-7,mixed-tfs-pool5 + M9+gal,2071,2105,1.22,,,thrA,thrA,0.7112103980503656,2088.0
7,mixed-TFs-pool5-M9+gal-8,mixed-tfs-pool5 + M9+gal,2467,2487,1.32,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.8692120227457352,2477.0
8,mixed-TFs-pool5-M9+gal-9,mixed-tfs-pool5 + M9+gal,2529,2543,1.32,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.8931762794476036,2536.0
9,mixed-TFs-pool5-M9+gal-10,mixed-tfs-pool5 + M9+gal,2637,2669,1.33,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.9406986190089358,2653.0
10,mixed-TFs-pool5-M9+gal-11,mixed-tfs-pool5 + M9+gal,2958,3010,1.24,"b0003,b0004","thrB,thrC",thrB,thrB,0.1963519313304721,2984.0
