,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YcjW-2,ycjw + M9,74434,74462,16.0,"b0066,b0067","thiQ,thiP",thiQ,-2.1759656652360513,74448.0
1,YcjW-2,ycjw + M9,74434,74462,16.0,"b0066,b0067","thiQ,thiP",thiP,0.04531346989447548,74448.0
2,YcjW-3,ycjw + M9,122958,122985,8.72,"b0114,b0115,b0116","aceE,aceF,lpd",aceE,-0.016704204204204206,122971.5
3,YcjW-3,ycjw + M9,122958,122985,8.72,"b0114,b0115,b0116","aceE,aceF,lpd",aceF,-1.4381933438985737,122971.5
4,YcjW-3,ycjw + M9,122958,122985,8.72,"b0114,b0115,b0116","aceE,aceF,lpd",lpd,-3.466315789473684,122971.5
5,YcjW-4,ycjw + M9,160214,160235,7.57,"b0144,b0145","gluQ,dksA",gluQ,-0.12135922330097088,160224.5
6,YcjW-4,ycjw + M9,160214,160235,7.57,"b0144,b0145","gluQ,dksA",dksA,0.8322368421052632,160224.5
7,YcjW-5,ycjw + M9,169871,169917,13.59,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,0.14661654135338345,169894.0
8,YcjW-5,ycjw + M9,169871,169917,13.59,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuD,-0.7631874298540965,169894.0
9,YcjW-5,ycjw + M9,169871,169917,13.59,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuB,-0.7902168431669188,169894.0
10,YcjW-6,ycjw + M9,251555,251581,30.99,"b0231,b0232,b0233,b0234","dinB,yafN,yafO,yafP",dinB,0.6354166666666666,251568.0
11,YcjW-6,ycjw + M9,251555,251581,30.99,"b0231,b0232,b0233,b0234","dinB,yafN,yafO,yafP",yafN,-1.4829931972789117,251568.0
12,YcjW-6,ycjw + M9,251555,251581,30.99,"b0231,b0232,b0233,b0234","dinB,yafN,yafO,yafP",yafO,-1.8345864661654134,251568.0
13,YcjW-6,ycjw + M9,251555,251581,30.99,"b0231,b0232,b0233,b0234","dinB,yafN,yafO,yafP",yafP,-2.5165562913907285,251568.0
14,YcjW-7,ycjw + M9,434341,434359,8.02,"b0414,b0415,b0416,b0417,b0418","ribD,ribE,nusB,thiL,pgpA",ribD,0.8115942028985508,434350.0
15,YcjW-7,ycjw + M9,434341,434359,8.02,"b0414,b0415,b0416,b0417,b0418","ribD,ribE,nusB,thiL,pgpA",ribE,-0.6284501061571125,434350.0
16,YcjW-7,ycjw + M9,434341,434359,8.02,"b0414,b0415,b0416,b0417,b0418","ribD,ribE,nusB,thiL,pgpA",nusB,-1.8714285714285714,434350.0
17,YcjW-7,ycjw + M9,434341,434359,8.02,"b0414,b0415,b0416,b0417,b0418","ribD,ribE,nusB,thiL,pgpA",thiL,-1.3118609406952966,434350.0
18,YcjW-7,ycjw + M9,434341,434359,8.02,"b0414,b0415,b0416,b0417,b0418","ribD,ribE,nusB,thiL,pgpA",pgpA,-4.312138728323699,434350.0
19,YcjW-8,ycjw + M9,479968,479992,23.07,b0459,maa,maa,-0.11231884057971014,479980.0
20,YcjW-9,ycjw + M9,532548,532570,13.02,"b0505,b0506,b0504","allA,allR,allS",allA,0.22567287784679088,532559.0
21,YcjW-9,ycjw + M9,532548,532570,13.02,"b0505,b0506,b0504","allA,allR,allS",allR,-0.5526960784313726,532559.0
22,YcjW-9,ycjw + M9,532548,532570,13.02,"b0505,b0506,b0504","allA,allR,allS",allS,-0.36461704422869473,532559.0
23,YcjW-11,ycjw + M9,645245,645265,66.49,b0611,rna,rna,-0.31226765799256506,645255.0
24,YcjW-12,ycjw + M9,767566,767587,15.79,"b0731,b0732","mngA,mngB",mngA,0.8060192210419828,767576.5
25,YcjW-12,ycjw + M9,767566,767587,15.79,"b0731,b0732","mngA,mngB",mngB,-0.1520501138952164,767576.5
26,YcjW-13,ycjw + M9,798174,798200,62.62,"b0767,b0766","pgl,ybhA",pgl,-0.39959839357429716,798187.0
27,YcjW-13,ycjw + M9,798174,798200,62.62,"b0767,b0766","pgl,ybhA",ybhA,0.2979242979242979,798187.0
28,YcjW-14,ycjw + M9,945365,945383,47.83,b0897,ycaC,ycaC,0.291866028708134,945374.0
29,YcjW-16,ycjw + M9,1048220,1048241,11.14,"b0984,b0985","gfcD,gfcC",gfcD,-0.13614687649022414,1048230.5
30,YcjW-16,ycjw + M9,1048220,1048241,11.14,"b0984,b0985","gfcD,gfcC",gfcC,0.6164658634538153,1048230.5
31,YcjW-19,ycjw + M9,1279875,1279894,13.21,"b1224,b1225,b1226,b1227","narG,narH,narJ,narI",narG,0.005742521367521368,1279884.5
32,YcjW-19,ycjw + M9,1279875,1279894,13.21,"b1224,b1225,b1226,b1227","narG,narH,narJ,narI",narH,-2.4161793372319686,1279884.5
