,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,HupB-1,hupb + sta,7083,7120,0.92,,,yaaJ,yaaJ,0.5992313067784766,7101.5
1,HupB-2,hupb + sta,17644,17674,1.06,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.14652956298200515,17659.0
2,HupB-3,hupb + sta,37678,37710,1.3,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,caiC,0.08365508365508366,37694.0
3,HupB-4,hupb + sta,85145,85171,1.73,"b0077,b0078","ilvI,ilvH",leuO,leuO,0.837037037037037,85158.0
4,HupB-5,hupb + sta,88982,89010,1.05,,,cra,cra,0.9641791044776119,88996.0
5,HupB-6,hupb + sta,89287,89309,1.62,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",cra,cra,1.2646766169154229,89298.0
6,HupB-7,hupb + sta,89582,89612,0.97,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.0784313725490196,89597.0
7,HupB-8,hupb + sta,111536,111547,1.68,,,yacG,yacG,1.5378787878787878,111541.5
8,HupB-9,hupb + sta,150800,150837,1.06,b0135,yadC,yadC,yadC,0.10855528652138821,150818.5
9,HupB-10,hupb + sta,151770,151793,1.69,"b0135,b0136,b0137","yadC,yadK,yadL",yadL,yadL,0.7417491749174917,151781.5
10,HupB-11,hupb + sta,151846,151869,1.19,"b0135,b0136,b0137","yadC,yadK,yadL",yadL,yadL,0.6163366336633663,151857.5
11,HupB-12,hupb + sta,152320,152352,1.08,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",yadL,yadL,-0.17326732673267325,152336.0
12,HupB-13,hupb + sta,156652,156686,1.94,"b0139,b0140,b0141","htrE,yadV,yadN",yadN,yadN,0.3658119658119658,156669.0
13,HupB-14,hupb + sta,156719,156754,1.54,b0141,yadN,yadN,yadN,0.2504273504273504,156736.5
14,HupB-15,hupb + sta,177840,177873,1.16,"b0157,b0158","yadS,btuF",btuF,btuF,0.7559300873907615,177856.5
15,HupB-16,hupb + sta,180385,180414,1.22,b0161,degP,dgt,dgt,0.7664690382081687,180399.5
16,HupB-17,hupb + sta,191650,191675,0.83,b0171,pyrH,tsf,tsf,0.9465962441314554,191662.5
17,HupB-18,hupb + sta,229714,229745,1.14,,,yafC,yafC,1.2584699453551913,229729.5
18,HupB-19,hupb + sta,234348,234386,0.97,"b0213,b0211,b0212","yafS,mltD,gloB",gloB,gloB,0.548941798941799,234367.0
19,HupB-20,hupb + sta,237381,237410,1.3,b0217,yafT,yafT,yafT,0.07824427480916031,237395.5
20,HupB-21,hupb + sta,237559,237580,1.14,b0217,yafT,yafT,yafT,0.29961832061068705,237569.5
21,HupB-22,hupb + sta,237770,237805,1.0,b0217,yafT,yafT,yafT,0.5769720101781171,237787.5
22,HupB-23,hupb + sta,237911,237936,2.03,,,yafT,yafT,0.75,237923.5
23,HupB-24,hupb + sta,237995,238013,2.0,,,yafT,yafT,0.8524173027989822,238004.0
24,HupB-25,hupb + sta,256344,256373,1.3,"b0238,b0239","gpt,frsA",gpt,gpt,0.8333333333333334,256358.5
25,HupB-26,hupb + sta,259571,259600,1.49,,,phoE,phoE,0.4872159090909091,259585.5
26,HupB-27,hupb + sta,262883,262927,1.01,,,proA,proA,1.1188197767145136,262905.0
27,HupB-28,hupb + sta,264657,264687,0.89,"b0245,b0246,b4504,b0247","ykfI,yafW,ykfH,ykfG",yafX,yafX,1.1633986928104576,264672.0
28,HupB-29,hupb + sta,285590,285612,1.19,"b0270,b0271","yagG,yagH",yagG,yagG,0.14967462039045554,285601.0
29,HupB-30,hupb + sta,294023,294053,1.17,"b0278,b0279","yagL,yagM",yagL,yagL,-0.17167381974248927,294038.0
30,HupB-31,hupb + sta,294558,294591,1.11,"b0278,b0279","yagL,yagM",yagM,yagM,0.2625730994152047,294574.5
31,HupB-32,hupb + sta,297244,297256,1.32,b0281,intF,yagP,yagP,1.3834808259587021,297250.0
32,HupB-33,hupb + sta,313440,313477,2.19,b4671,ykgR,ykgR,ykgR,-2.122549019607843,313458.5
33,HupB-34,hupb + sta,313473,313501,1.22,b4671,ykgR,ykgP,ykgP,3.533333333333333,313487.0
34,HupB-35,hupb + sta,319819,319855,1.14,"b0305,b0301,b0303,b0304","rclR,rclC,rclB,rclA",rclA,rclA,0.12368024132730016,319837.0
