,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,TopA-expo-1,topa + expo,151,158,10.43,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,thrL,-0.5227272727272727,154.5
1,TopA-expo-2,topa + expo,278,298,6.83,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,-0.0194884287454324,288.0
2,TopA-expo-3,topa + expo,508,532,2.55,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.07470564352415753,520.0
3,TopA-expo-4,topa + expo,728,758,4.42,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.16524563540397888,743.0
4,TopA-expo-5,topa + expo,927,946,2.36,,,thrA,thrA,0.24380836378400325,936.5
5,TopA-expo-6,topa + expo,1708,1735,1.15,,,thrA,thrA,0.5625253755582623,1721.5
6,TopA-expo-7,topa + expo,2017,2042,1.29,,,thrA,thrA,0.6875761266747868,2029.5
7,TopA-expo-8,topa + expo,2251,2274,2.63,,,thrA,thrA,0.7821762078765733,2262.5
8,TopA-expo-9,topa + expo,2508,2538,2.29,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.8879415347137637,2523.0
9,TopA-expo-10,topa + expo,2701,2727,1.29,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.9654892407632968,2714.0
10,TopA-expo-11,topa + expo,6804,6825,1.18,b0006,yaaA,yaaJ,yaaJ,0.79979035639413,6814.5
11,TopA-expo-12,topa + expo,7603,7632,1.48,b0007,yaaJ,yaaJ,yaaJ,0.23864430468204054,7617.5
12,TopA-expo-13,topa + expo,11250,11279,1.07,b0011,yaaW,yaaW,yaaW,0.12815126050420167,11264.5
13,TopA-expo-14,topa + expo,11504,11514,3.21,"b0011,b0013","yaaW,yaaI",yaaI,yaaI,0.6839506172839506,11509.0
14,TopA-expo-15,topa + expo,18187,18216,1.6,,,nhaA,nhaA,0.6113967437874893,18201.5
15,TopA-expo-16,topa + expo,18509,18531,1.54,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.884318766066838,18520.0
16,TopA-expo-17,topa + expo,19713,19735,1.81,,,yaaY,yaaY,-6.648401826484018,19724.0
17,TopA-expo-18,topa + expo,21296,21322,1.44,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,yaaY,0.589041095890411,21309.0
18,TopA-expo-19,topa + expo,22229,22236,2.1,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ribF,ribF,0.8773885350318471,22232.5
