,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,ZraR-ZnCl2-1,zrar + ZnCl2,89582,89623,2.94,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.06877729257641921,89602.5
1,ZraR-ZnCl2-2,zrar + ZnCl2,169871,169917,12.95,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.14554579673776663,169894.0
2,ZraR-ZnCl2-3,zrar + ZnCl2,236968,237009,7.58,"b0216,b0217","aspV,yafT",aspV,aspV,0.756578947368421,236988.5
3,ZraR-ZnCl2-4,zrar + ZnCl2,297191,297224,5.15,b0281,intF,intF,intF,-0.07964285714285714,297207.5
4,ZraR-ZnCl2-5,zrar + ZnCl2,297225,297256,4.36,b0281,intF,intF,intF,-0.10321428571428572,297240.5
5,ZraR-ZnCl2-6,zrar + ZnCl2,476406,476441,2.4,"b0455,b0456,b0454","ffs,ybaA,ybaZ",ffs,ffs,-0.2168141592920354,476423.5
6,ZraR-ZnCl2-7,zrar + ZnCl2,644024,644072,2.06,b0610,rnk,rnk,rnk,-0.1975609756097561,644048.0
7,ZraR-ZnCl2-8,zrar + ZnCl2,657236,657267,5.36,b0623,cspE,cspE,cspE,-0.1937799043062201,657251.5
8,ZraR-ZnCl2-9,zrar + ZnCl2,657374,657405,5.84,b0623,cspE,cspE,cspE,0.4665071770334928,657389.5
9,ZraR-ZnCl2-10,zrar + ZnCl2,657422,657456,4.82,b0623,cspE,cspE,cspE,0.7033492822966507,657439.0
10,ZraR-ZnCl2-11,zrar + ZnCl2,954382,954410,5.1,"b0903,b0904","pflB,focA",focA,focA,0.08168028004667445,954396.0
11,ZraR-ZnCl2-12,zrar + ZnCl2,954441,954467,3.45,"b0903,b0904","pflB,focA",focA,focA,0.014002333722287048,954454.0
12,ZraR-ZnCl2-13,zrar + ZnCl2,983131,983169,2.67,"b0926,b0927","mepK,gloC",mepK,mepK,0.13686131386861314,983150.0
13,ZraR-ZnCl2-14,zrar + ZnCl2,1031695,1031723,7.03,"b0972,b0973,b0974,b0975,b0976,b0977,b0970,b0971","hyaA,hyaB,hyaC,hyaD,hyaE,hyaF,yccA,serT",serT,serT,0.034482758620689655,1031709.0
14,ZraR-ZnCl2-15,zrar + ZnCl2,1250946,1250977,4.11,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.054455445544554455,1250961.5
15,ZraR-ZnCl2-16,zrar + ZnCl2,1250981,1251008,3.96,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.03725898905680042,1250994.5
16,ZraR-ZnCl2-17,zrar + ZnCl2,1610713,1610738,6.28,b1521,uxaB,uxaB,uxaB,-0.03135768435561682,1610725.5
17,ZraR-ZnCl2-18,zrar + ZnCl2,1610840,1610868,4.47,b1521,uxaB,uxaB,uxaB,-0.11991729841488628,1610854.0
18,ZraR-ZnCl2-19,zrar + ZnCl2,1741272,1741301,2.8,b1661,cfa,cfa,cfa,-0.11019163763066202,1741286.5
19,ZraR-ZnCl2-20,zrar + ZnCl2,1746433,1746472,4.19,"b1665,b1666,b1667,b1664","valV,valW,ydhR,ydhQ",valV,valV,0.23026315789473684,1746452.5
20,ZraR-ZnCl2-21,zrar + ZnCl2,1746604,1746638,3.89,"b1667,b1664","ydhR,ydhQ",ydhR,ydhR,-0.25901639344262295,1746621.0
21,ZraR-ZnCl2-22,zrar + ZnCl2,1757542,1757570,3.43,b1677,lpp,lpp,lpp,0.5720338983050848,1757556.0
22,ZraR-ZnCl2-23,zrar + ZnCl2,1800026,1800060,5.55,"b1712,b1713,b1714,b1715,b1716,b1717","ihfA,pheT,pheS,pheM,rplT,rpmI",rpmI,rpmI,-0.2233502538071066,1800043.0
23,ZraR-ZnCl2-24,zrar + ZnCl2,1923047,1923083,2.64,"b4432,b1838","ryeA,pphA",ryeA,ryeA,-0.0036900369003690036,1923065.0
24,ZraR-ZnCl2-25,zrar + ZnCl2,1923109,1923142,2.39,"b4432,b1838,b4433","ryeA,pphA,sdsR",ryeA,ryeA,0.21955719557195572,1923125.5
25,ZraR-ZnCl2-26,zrar + ZnCl2,1958723,1958759,3.8,b4717,micL,cutC,cutC,0.7037533512064343,1958741.0
26,ZraR-ZnCl2-27,zrar + ZnCl2,1992066,1992084,12.55,"b1908,b4759,b1909,b1910,b1911","yecA,3'ETS-<i>leuZ</i>,leuZ,cysT,glyW",glyW,glyW,0.56,1992075.0
27,ZraR-ZnCl2-28,zrar + ZnCl2,1992166,1992191,6.07,"b4759,b1909,b1910,b1911","3'ETS-<i>leuZ</i>,leuZ,cysT,glyW",glyW,glyW,-0.82,1992178.5
28,ZraR-ZnCl2-29,zrar + ZnCl2,2043523,2043555,1.83,"b1976,b1975","mtfA,serU",serU,serU,0.20224719101123595,2043539.0
29,ZraR-ZnCl2-30,zrar + ZnCl2,2044497,2044537,2.26,"b1977,b1978","asnT,yeeJ",asnT,asnT,-0.4266666666666667,2044517.0
30,ZraR-ZnCl2-31,zrar + ZnCl2,2059953,2059983,3.09,b1985,yeeO,cbl,cbl,0.9957894736842106,2059968.0
31,ZraR-ZnCl2-32,zrar + ZnCl2,2090052,2090079,3.45,"b2019,b2020,b2021,b2022,b2023,b2024,b2025,b2026,b4539,b2017","hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI,yoeB,yefM",hisG,hisG,-0.1407119021134594,2090065.5
32,ZraR-ZnCl2-33,zrar + ZnCl2,2153453,2153481,2.51,"b4436,b4437,b2072,b2073,b4667","sibA,sibB,pphC,yegL,ibsA",ibsA,ibsA,-1.0,2153467.0
33,ZraR-ZnCl2-34,zrar + ZnCl2,2153642,2153671,3.24,"b4437,b2074,b2075,b2076,b2077,b2078,b2079,b4667","sibB,mdtA,mdtB,mdtC,mdtD,baeS,baeR,ibsA",sibB,sibB,0.07777777777777778,2153656.5
34,ZraR-ZnCl2-35,zrar + ZnCl2,2174509,2174549,8.63,"b2091,b2092,b2093","gatD,gatC,gatB",gatB,gatB,0.13028169014084506,2174529.0
35,ZraR-ZnCl2-36,zrar + ZnCl2,2266075,2266110,3.01,b2172,yeiQ,yeiQ,yeiQ,-0.10402455661664393,2266092.5
36,ZraR-ZnCl2-37,zrar + ZnCl2,2266170,2266184,3.65,b2172,yeiQ,yeiQ,yeiQ,-0.04638472032742155,2266177.0
37,ZraR-ZnCl2-38,zrar + ZnCl2,2518092,2518124,8.05,"b2398,b2399,b2395,b2396","yfeC,yfeD,pdeA,alaX",alaX,alaX,0.10666666666666667,2518108.0
38,ZraR-ZnCl2-39,zrar + ZnCl2,2518205,2518237,7.09,"b2398,b2399,b2395,b2396,b2397","yfeC,yfeD,pdeA,alaX,alaW",alaW,alaW,0.13333333333333333,2518221.0
