,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Tus-expo-1,tus + expo,232,249,5.62,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,thrL,0.7803030303030303,240.5
1,Tus-expo-2,tus + expo,662,699,1.15,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,thrA,0.1398700771416971,680.5
2,Tus-expo-3,tus + expo,18112,18155,1.19,,,nhaA,nhaA,0.5531276778063411,18133.5
3,Tus-expo-4,tus + expo,18242,18263,1.38,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.6550985432733505,18252.5
4,Tus-expo-5,tus + expo,18271,18304,1.17,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.6850899742930592,18287.5
5,Tus-expo-6,tus + expo,20889,20931,1.12,"b0024,b0021,b0022,b0023","yaaY,insB1,insA,rpsT",rpsT,rpsT,0.6363636363636364,20910.0
6,Tus-expo-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,yaaY,-0.14840182648401826,21147.5
7,Tus-expo-8,tus + expo,21206,21236,1.95,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,yaaY,0.1872146118721461,21221.0
8,Tus-expo-9,tus + expo,79276,79305,1.24,b0071,leuD,leuD,leuD,0.26815181518151815,79290.5
9,Tus-expo-10,tus + expo,79310,79344,1.37,b0071,leuD,leuD,leuD,0.2079207920792079,79327.0
10,Tus-expo-11,tus + expo,79810,79814,1.23,"b0071,b0072","leuD,leuC",leuC,leuC,0.7508922198429693,79812.0
11,Tus-expo-12,tus + expo,80268,80305,1.25,,,leuC,leuC,0.41220556745182013,80286.5
12,Tus-expo-13,tus + expo,81032,81046,1.2,"b0071,b0072,b0073","leuD,leuC,leuB",leuB,leuB,0.8415750915750916,81039.0
13,Tus-expo-14,tus + expo,81163,81190,1.13,"b0071,b0072,b0073","leuD,leuC,leuB",leuB,leuB,0.7156593406593407,81176.5
14,Tus-expo-15,tus + expo,81678,81723,1.32,"b0071,b0072,b0073","leuD,leuC,leuB",leuB,leuB,0.2358058608058608,81700.5
15,Tus-expo-16,tus + expo,81878,81908,1.48,"b0071,b0072,b0073","leuD,leuC,leuB",leuB,leuB,0.05952380952380952,81893.0
16,Tus-expo-17,tus + expo,82056,82099,1.15,"b0071,b0072,b0073,b0074","leuD,leuC,leuB,leuA",leuA,leuA,0.9233460559796438,82077.5
17,Tus-expo-18,tus + expo,83581,83606,5.93,"b0071,b0072,b0073,b0074","leuD,leuC,leuB,leuA",leuA,leuA,-0.04103053435114504,83593.5
18,Tus-expo-19,tus + expo,83711,83746,7.32,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuL,leuL,-0.23563218390804597,83728.5
19,Tus-expo-20,tus + expo,89582,89623,2.15,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.0664488017429194,89602.5
20,Tus-expo-21,tus + expo,106498,106527,2.04,b0096,lpxC,lpxC,lpxC,-0.04738562091503268,106512.5
21,Tus-expo-22,tus + expo,106735,106765,1.8,b0096,lpxC,lpxC,lpxC,0.2113289760348584,106750.0
22,Tus-expo-23,tus + expo,106874,106903,1.26,b0096,lpxC,lpxC,lpxC,0.3622004357298475,106888.5
23,Tus-expo-24,tus + expo,107157,107184,1.19,,,lpxC,lpxC,0.6693899782135077,107170.5
24,Tus-expo-25,tus + expo,107408,107437,1.27,"b0097,b0098,b0099","secM,secA,mutT",lpxC,lpxC,0.9438997821350763,107422.5
25,Tus-expo-26,tus + expo,111536,111543,1.68,,,guaC,guaC,-1.8232758620689655,111539.5
26,Tus-expo-27,tus + expo,113389,113418,2.58,"b0104,b0101,b0102,b0103","guaC,yacG,zapD,coaE",guaC,guaC,-0.037835249042145594,113403.5
