,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,GyrB-expo-1,gyrb + expo,28245,28274,2.18,b0031,dapB,dapB,dapB,-0.1380778588807786,28259.5
1,GyrB-expo-2,gyrb + expo,43520,43559,1.88,"b0042,b0043,b0044","fixB,fixC,fixX",fixB,fixB,0.37420382165605093,43539.5
2,GyrB-expo-3,gyrb + expo,47568,47594,1.46,"b0046,b0047","kefF,kefC",kefF,kefF,0.632768361581921,47581.0
3,GyrB-expo-4,gyrb + expo,48773,48803,1.82,,,kefC,kefC,0.5475040257648953,48788.0
4,GyrB-expo-5,gyrb + expo,49030,49046,2.38,,,kefC,kefC,0.6816961889425658,49038.0
5,GyrB-expo-6,gyrb + expo,115596,115635,1.76,b0106,hofC,hofC,hofC,0.09019118869492934,115615.5
6,GyrB-expo-7,gyrb + expo,119719,119728,1.2,b0111,ampE,ampE,ampE,0.5187134502923977,119723.5
7,GyrB-expo-8,gyrb + expo,136458,136488,1.2,"b0120,b0121","speD,speE",speE,speE,-0.010380622837370242,136473.0
8,GyrB-expo-9,gyrb + expo,136920,136949,2.3,"b0123,b0120,b0121,b0122","cueO,speD,speE,yacC",yacC,yacC,-0.05028735632183908,136934.5
9,GyrB-expo-10,gyrb + expo,231908,231950,1.88,"b0209,b0210","yafD,yafE",yafD,yafD,1.0087390761548065,231929.0
10,GyrB-expo-11,gyrb + expo,232049,232078,3.23,b0210,yafE,yafE,yafE,0.2219551282051282,232063.5
11,GyrB-expo-12,gyrb + expo,232445,232476,2.38,,,yafE,yafE,0.8581730769230769,232460.5
12,GyrB-expo-13,gyrb + expo,232710,232749,1.16,,,mltD,mltD,0.9017660044150111,232729.5
13,GyrB-expo-14,gyrb + expo,235268,235307,1.04,"b0213,b0212","yafS,gloB",gloB,gloB,-0.6686507936507936,235287.5
14,GyrB-expo-15,gyrb + expo,263781,263821,1.57,"b0245,b0246","ykfI,yafW",yafW,yafW,0.6477987421383647,263801.0
15,GyrB-expo-16,gyrb + expo,263989,264004,5.88,"b0245,b0246","ykfI,yafW",yafW,yafW,0.0330188679245283,263996.5
16,GyrB-expo-17,gyrb + expo,265218,265249,0.99,"b0245,b0246,b4504,b0247,b0248","ykfI,yafW,ykfH,ykfG,yafX",yafX,yafX,-0.05991285403050109,265233.5
17,GyrB-expo-18,gyrb + expo,432966,433006,1.84,"b0413,b0414,b0415,b0416,b0417,b0418,b0412","nrdR,ribD,ribE,nusB,thiL,pgpA,yajI",nrdR,nrdR,-0.03333333333333333,432986.0
18,GyrB-expo-19,gyrb + expo,437646,437682,1.12,b0419,yajO,yajO,yajO,0.48307692307692307,437664.0
19,GyrB-expo-20,gyrb + expo,463958,463999,5.01,"b0442,b0443","ybaV,fadM",ybaV,ybaV,0.11424731182795698,463978.5
20,GyrB-expo-21,gyrb + expo,470255,470293,1.16,"b0448,b0449","mdlA,mdlB",mdlA,mdlA,0.7918781725888325,470274.0
21,GyrB-expo-22,gyrb + expo,471308,471347,1.53,,,mdlB,mdlB,0.3886083052749719,471327.5
22,GyrB-expo-23,gyrb + expo,472049,472086,1.45,,,mdlB,mdlB,0.8038720538720538,472067.5
23,GyrB-expo-24,gyrb + expo,476524,476557,1.07,"b0456,b0454","ybaA,ybaZ",ybaA,ybaA,-0.3686440677966102,476540.5
24,GyrB-expo-25,gyrb + expo,495053,495083,1.22,b0473,htpG,htpG,htpG,-0.0272,495068.0
25,GyrB-expo-26,gyrb + expo,498108,498146,1.36,b0475,hemH,hemH,hemH,0.07580477673935618,498127.0
26,GyrB-expo-27,gyrb + expo,498145,498179,1.59,b0475,hemH,hemH,hemH,0.11214953271028037,498162.0
27,GyrB-expo-28,gyrb + expo,548331,548359,1.41,"b0518,b4572,b0520,b0521","fdrA,ylbE,ylbF,ybcF",fdrA,fdrA,0.9988009592326139,548345.0
28,GyrB-expo-29,gyrb + expo,646243,646281,2.35,b0612,citT,citT,citT,0.21721311475409835,646262.0
29,GyrB-expo-30,gyrb + expo,646341,646383,1.12,b0612,citT,citT,citT,0.1489071038251366,646362.0
30,GyrB-expo-31,gyrb + expo,746586,746616,1.09,,,nei,nei,0.8421717171717171,746601.0
31,GyrB-expo-32,gyrb + expo,782873,782905,1.74,"b0750,b0751","nadA,pnuC",nadA,nadA,0.7710727969348659,782889.0
32,GyrB-expo-33,gyrb + expo,783181,783214,3.23,b0751,pnuC,pnuC,pnuC,0.04513888888888889,783197.5
33,GyrB-expo-34,gyrb + expo,784513,784552,2.07,b0752,zitB,zitB,zitB,0.3083864118895966,784532.5
34,GyrB-expo-35,gyrb + expo,830298,830334,1.5,"b0792,b0793,b0794,b0795,b0796","ybhR,ybhS,ybhF,ybhG,ybiH",ybiH,ybiH,0.48660714285714285,830316.0
35,GyrB-expo-36,gyrb + expo,898668,898700,1.34,b0859,rlmC,rlmC,rlmC,0.14804964539007093,898684.0
36,GyrB-expo-37,gyrb + expo,925867,925902,3.65,,,cspD,cspD,-14.642222222222221,925884.5
37,GyrB-expo-38,gyrb + expo,947641,947673,1.57,b0899,ycaM,ycaM,ycaM,0.29979035639413,947657.0
38,GyrB-expo-39,gyrb + expo,949241,949272,1.31,"b0901,b0900","ycaK,ycaN",ycaN,ycaN,0.3426842684268427,949256.5
39,GyrB-expo-40,gyrb + expo,969781,969812,1.53,b0916,ycaQ,ycaQ,ycaQ,0.3313057583130576,969796.5
40,GyrB-expo-41,gyrb + expo,983325,983358,1.36,"b0926,b0927","ycbK,ycbL",ycbK,ycbK,0.4872495446265938,983341.5
41,GyrB-expo-42,gyrb + expo,1012869,1012909,1.19,"b0950,b0951,b0952","pqiA,pqiB,pqiC",pqiA,pqiA,0.7089314194577353,1012889.0
42,GyrB-expo-43,gyrb + expo,1013094,1013134,1.45,"b0950,b0951,b0952","pqiA,pqiB,pqiC",pqiA,pqiA,0.8883572567783095,1013114.0
43,GyrB-expo-44,gyrb + expo,1097012,1097055,8.38,,,ghrA,ghrA,-0.9068157614483493,1097033.5
44,GyrB-expo-45,gyrb + expo,1097193,1097234,9.03,,,ghrA,ghrA,-0.715122470713525,1097213.5
45,GyrB-expo-46,gyrb + expo,1097386,1097415,8.97,b1033,ghrA,ghrA,ghrA,-0.5159744408945687,1097400.5
46,GyrB-expo-47,gyrb + expo,1097505,1097523,4.96,b1033,ghrA,ghrA,ghrA,-0.3951011714589989,1097514.0
47,GyrB-expo-48,gyrb + expo,1097639,1097666,1.5,b1033,ghrA,ghrA,ghrA,-0.2476038338658147,1097652.5
48,GyrB-expo-49,gyrb + expo,1114241,1114280,1.41,b1051,msyB,mdtG,mdtG,1.002037489812551,1114260.5
49,GyrB-expo-50,gyrb + expo,1138364,1138401,1.27,"b1082,b1083","flgK,flgL",flgK,flgK,0.0033454987834549877,1138382.5
50,GyrB-expo-51,gyrb + expo,1167355,1167392,1.22,b1110,ycfJ,ndh,ndh,0.9881226053639847,1167373.5
51,GyrB-expo-52,gyrb + expo,1169821,1169858,2.28,,,ldtC,ldtC,0.555036344755971,1169839.5
52,GyrB-expo-53,gyrb + expo,1223547,1223582,1.08,"b4521_1,b4521_2,b4593","ycgI_1,ycgI_2,ymgI",ycgI_1,ycgI_1,0.013888888888888888,1223564.5
53,GyrB-expo-54,gyrb + expo,1345705,1345737,4.8,,,gmr,gmr,0.5140986908358509,1345721.0
54,GyrB-expo-57,gyrb + expo,1432046,1432083,1.54,"b1372,b1373","stfR,tfaR",stfR,stfR,0.8969669937555754,1432064.5
55,GyrB-expo-58,gyrb + expo,1541060,1541101,1.45,,,narZ,narZ,0.40350173750334134,1541080.5
