,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,NarL-1,narl + nitrate,17269,17297,1.25,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",nhaA,nhaA,-0.17566409597257926,17283.0
1,NarL-2,narl + nitrate,17453,17481,1.25,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",nhaA,nhaA,-0.017994858611825194,17467.0
2,NarL-3,narl + nitrate,17644,17675,1.2,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.1469580119965724,17659.5
3,NarL-4,narl + nitrate,37678,37710,1.11,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,caiC,0.08365508365508366,37694.0
4,NarL-5,narl + nitrate,42031,42051,2.58,"b0041,b0042,b0043,b0044,b0035,b0036,b0037,b0038,b0039,b0040","fixA,fixB,fixC,fixX,caiE,caiD,caiC,caiB,caiA,caiT",caiT,caiT,-0.07260726072607261,42041.0
5,NarL-6,narl + nitrate,58857,58872,1.12,"b4659_1,b4659_2","yabP_1,yabP_2",yabP_1,yabP_1,0.6761658031088082,58864.5
6,NarL-7,narl + nitrate,71613,71626,1.04,b0065,yabI,yabI,yabI,0.35228758169934643,71619.5
7,NarL-8,narl + nitrate,83851,83884,0.98,"b0071,b0072,b0073,b0074,b0075","leuD,leuC,leuB,leuA,leuL",leuL,leuL,-1.8333333333333333,83867.5
8,NarL-9,narl + nitrate,106520,106556,1.71,b0096,lpxC,lpxC,lpxC,-0.0196078431372549,106538.0
9,NarL-10,narl + nitrate,106746,106774,1.89,b0096,lpxC,lpxC,lpxC,0.2222222222222222,106760.0
10,NarL-11,narl + nitrate,106782,106811,1.77,b0096,lpxC,lpxC,lpxC,0.2619825708061002,106796.5
11,NarL-12,narl + nitrate,111050,111064,0.99,b0099,mutT,mutT,mutT,0.035897435897435895,111057.0
12,NarL-13,narl + nitrate,111536,111547,1.39,,,guaC,guaC,-1.821360153256705,111541.5
13,NarL-14,narl + nitrate,138751,138763,1.15,,,yacC,yacC,-5.287356321839081,138757.0
14,NarL-15,narl + nitrate,152506,152541,1.3,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",yadM,yadM,0.506140350877193,152523.5
15,NarL-16,narl + nitrate,152593,152603,1.1,"b0135,b0136,b0137,b0138","yadC,yadK,yadL,yadM",yadM,yadM,0.37543859649122807,152598.0
16,NarL-17,narl + nitrate,156660,156694,1.14,"b0139,b0140,b0141","htrE,yadV,yadN",yadN,yadN,0.35213675213675216,156677.0
17,NarL-18,narl + nitrate,169871,169896,2.15,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.13345864661654136,169883.5
18,NarL-19,narl + nitrate,180385,180414,1.19,b0161,degP,dgt,dgt,0.7664690382081687,180399.5
19,NarL-20,narl + nitrate,189226,189255,1.04,"b0166,b0167,b0168","dapD,glnD,map",map,map,0.3339622641509434,189240.5
20,NarL-21,narl + nitrate,223316,223339,1.21,b0200,gmhB,gmhB,gmhB,0.8602430555555556,223327.5
21,NarL-22,narl + nitrate,237559,237602,1.03,b0217,yafT,yafT,yafT,0.31361323155216286,237580.5
22,NarL-23,narl + nitrate,239072,239105,0.98,"b4503,b4586,b0218","yafF,ykfM,yafU",yafF,yafF,-0.06043956043956044,239088.5
23,NarL-24,narl + nitrate,252240,252251,1.5,"b0232,b0233,b0234","yafN,yafO,yafP",yafN,yafN,0.8214285714285714,252245.5
24,NarL-25,narl + nitrate,255759,255789,1.14,"b0238,b0237","gpt,pepD",pepD,pepD,-0.039780521262002745,255774.0
