,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Dps-1,dps + sta,17661,17675,1.3,"b0019,b0020","nhaA,nhaR",nhaA,nhaA,0.15424164524421594,17668.0
1,Dps-2,dps + sta,29247,29260,1.09,"b0032,b0033","carA,carB",carA,carA,-0.34508268059181896,29253.5
2,Dps-3,dps + sta,37678,37709,1.16,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,caiC,0.08397683397683398,37693.5
3,Dps-4,dps + sta,58862,58870,1.92,"b4659_1,b4659_2","yabP_1,yabP_2",yabP_1,yabP_1,0.6787564766839378,58866.0
4,Dps-5,dps + sta,89582,89623,1.05,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.0664488017429194,89602.5
5,Dps-6,dps + sta,102746,102750,1.19,"b0092,b0093,b0094,b0095,b0096","ddlB,ftsQ,ftsA,ftsZ,lpxC",ddlB,ddlB,0.5602605863192183,102748.0
6,Dps-7,dps + sta,111536,111547,2.93,,,guaC,guaC,-1.821360153256705,111541.5
7,Dps-8,dps + sta,138751,138762,1.91,,,yacC,yacC,-5.285919540229885,138756.5
8,Dps-9,dps + sta,216042,216051,1.7,,,yaeP,yaeP,-9.559701492537313,216046.5
9,Dps-10,dps + sta,220570,220578,1.67,b0197,metQ,metQ,metQ,0.4338235294117647,220574.0
10,Dps-11,dps + sta,234347,234360,1.55,"b0213,b0211,b0212","yafS,mltD,gloB",gloB,gloB,0.5667989417989417,234353.5
11,Dps-12,dps + sta,246746,246777,1.63,"b0227,b0225,b0226","yafL,yafQ,dinJ",yafL,yafL,0.06733333333333333,246761.5
12,Dps-13,dps + sta,252240,252271,1.94,"b0232,b0233,b0234","yafN,yafO,yafP",yafN,yafN,0.8554421768707483,252255.5
13,Dps-14,dps + sta,262883,262927,2.58,,,phoE,phoE,-2.65625,262905.0
14,Dps-15,dps + sta,295675,295682,1.53,b0280,yagN,yagN,yagN,-0.2256235827664399,295678.5
15,Dps-16,dps + sta,297191,297235,2.07,b0281,intF,intF,intF,-0.0835117773019272,297213.0
16,Dps-17,dps + sta,297221,297256,2.39,b0281,intF,intF,intF,-0.10171306209850108,297238.5
17,Dps-18,dps + sta,306787,306796,1.82,"b0289,b0290","ecpE,ecpD",ecpD,ecpD,0.01551094890510949,306791.5
18,Dps-19,dps + sta,331784,331796,1.44,,,yahA,yahA,-0.5325987144168962,331790.0
19,Dps-20,dps + sta,344456,344475,1.77,b0326,yahL,yahL,yahL,0.3560049019607843,344465.5
20,Dps-21,dps + sta,384735,384747,1.07,"b0365,b0366,b0367,b0368,b0364","tauA,tauB,tauC,tauD,yaiS",yaiS,yaiS,-0.22401433691756273,384741.0
21,Dps-22,dps + sta,419315,419344,1.16,"b0401,b0402","brnQ,proY",brnQ,brnQ,-0.19734848484848486,419329.5
22,Dps-23,dps + sta,419412,419450,1.07,"b0401,b0402","brnQ,proY",brnQ,brnQ,-0.12045454545454545,419431.0
23,Dps-24,dps + sta,462710,462715,1.18,,,ppiD,ppiD,0.4265491452991453,462712.5
24,Dps-25,dps + sta,487992,488021,1.19,,,mscK,mscK,0.43755575379125783,488006.5
25,Dps-26,dps + sta,542115,542129,1.07,b0514,glxK,glxK,glxK,0.20506108202443282,542122.0
26,Dps-27,dps + sta,558263,558294,1.1,b0530,sfmA,sfmA,sfmA,0.12430939226519337,558278.5
27,Dps-28,dps + sta,571507,571514,1.91,b0546,ybcM,ybcM,ybcM,0.07205513784461152,571510.5
28,Dps-29,dps + sta,584207,584256,0.81,,,appY,appY,0.7353333333333333,584231.5
29,Dps-30,dps + sta,586008,586034,1.65,b0565,ompT,ompT,ompT,-0.40670859538784065,586021.0
30,Dps-31,dps + sta,586275,586281,1.14,,,envY,envY,0.8267716535433071,586278.0
31,Dps-32,dps + sta,606021,606034,1.37,"b0579,b0580","ybdF,ybdJ",ybdJ,ybdJ,0.6887550200803213,606027.5
32,Dps-33,dps + sta,612705,612735,1.44,"b0585,b4511,b0586,b0587,b0583,b0584","fes,ybdZ,entF,fepE,entD,fepA",fes,fes,-0.013300083125519535,612720.0
33,Dps-34,dps + sta,624711,624749,0.93,"b0593,b0594,b0595,b0596,b0597,b0592","entC,entE,entB,entA,entH,fepB",entC,entC,-0.13095238095238096,624730.0
34,Dps-35,dps + sta,661467,661478,1.67,b0629,ybeF,ybeF,ybeF,-0.09905660377358491,661472.5
35,Dps-36,dps + sta,740990,740998,1.65,,,ybgI,ybgI,-2.4623655913978495,740994.0
36,Dps-37,dps + sta,754443,754474,1.87,b0720,gltA,gltA,gltA,0.007398753894080997,754458.5
37,Dps-38,dps + sta,766630,766660,1.28,,,mngA,mngA,0.3348507840161861,766645.0
38,Dps-39,dps + sta,798195,798209,1.63,"b0767,b0766","pgl,ybhA",ybhA,ybhA,0.2796092796092796,798202.0
39,Dps-40,dps + sta,813191,813238,0.79,b0779,uvrB,uvrB,uvrB,-0.15356083086053413,813214.5
40,Dps-41,dps + sta,821013,821020,1.94,b0787,ybhM,ybhM,ybhM,0.31442577030812324,821016.5
41,Dps-42,dps + sta,830312,830327,1.0,"b0792,b0793,b0794,b0795,b0796","ybhR,ybhS,ybhF,ybhG,ybiH",ybiH,ybiH,0.48139880952380953,830319.5
42,Dps-43,dps + sta,832131,832168,1.3,,,rhlE,rhlE,0.9366300366300366,832149.5
43,Dps-44,dps + sta,889855,889872,1.79,"b0848,b0847","ybjM,ybjL",ybjL,ybjL,-0.0263938315539739,889863.5
44,Dps-45,dps + sta,899732,899740,2.44,,,ybjQ,ybjQ,-14.987654320987655,899736.0
45,Dps-46,dps + sta,915179,915206,1.58,b0874,ybjE,ybjE,ybjE,-0.37277777777777776,915192.5
46,Dps-47,dps + sta,916311,916324,1.38,"b0876,b0875","ybjD,aqpZ",ybjD,ybjD,-0.09312839059674503,916317.5
47,Dps-48,dps + sta,945696,945704,1.21,"b0898,b0897","ycaD,ycaC",ycaC,ycaC,-0.22807017543859648,945700.0
48,Dps-49,dps + sta,966434,966442,1.48,"b0913,b0914,b0915,b0916","ycaI,msbA,lpxK,ycaQ",ycaI,ycaI,0.9355408388520972,966438.0
49,Dps-50,dps + sta,981189,981201,1.46,b0925,ldtD,ldtD,ldtD,0.08062770562770563,981195.0
50,Dps-51,dps + sta,984391,984405,2.22,,,pepN,pepN,-2.381553769613471,984398.0
51,Dps-52,dps + sta,997547,997578,2.84,"b0938,b0933,b0934,b0935,b0936,b0937","elfA,ssuB,ssuC,ssuD,ssuA,ssuE",ssuE,ssuE,-0.0876736111111111,997562.5
52,Dps-53,dps + sta,999046,999060,1.73,"b0939,b0940,b0941,b0942,b0943,b0944","elfD,elfC,elfG,ycbU,ycbV,ycbF",elfD,elfD,0.8034188034188035,999053.0
53,Dps-54,dps + sta,1045782,1045796,1.35,"b0981,b0982,b0983","etk,etp,gfcE",gfcE,gfcE,0.012280701754385965,1045789.0
54,Dps-55,dps + sta,1051012,1051045,1.02,"b0990,b0989","cspG,cspH",cspH,cspH,0.687793427230047,1051028.5
55,Dps-56,dps + sta,1068407,1068449,1.26,,,wrbA,wrbA,-1.2060301507537687,1068428.0
