,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,YneJ-1,ynej + glc,113387,113419,4.92,"b0104,b0101,b0102,b0103","guaC,yacG,zapD,coaE",guaC,guaC,-0.038314176245210725,113403.0
1,YneJ-2,ynej + glc,169871,169917,55.91,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,fhuC,0.14661654135338345,169894.0
2,YneJ-3,ynej + glc,297191,297235,11.18,b0281,intF,intF,intF,-0.0835117773019272,297213.0
3,YneJ-4,ynej + glc,431088,431138,2.73,,,tsx,tsx,1.0169491525423728,431113.0
4,YneJ-5,ynej + glc,451797,451816,5.99,"b0428,b0429,b0430,b0431,b0432","cyoE,cyoD,cyoC,cyoB,cyoA",cyoA,cyoA,-0.20727848101265822,451806.5
5,YneJ-6,ynej + glc,855923,855952,2.9,"b0820,b0819","ybiT,ldtB",ybiT,ybiT,-0.015379786566227243,855937.5
6,YneJ-7,ynej + glc,864661,864707,4.07,b0826,moeB,moeB,moeB,0.5933333333333334,864684.0
7,YneJ-8,ynej + glc,872887,872917,3.73,"b0833,b0834","yliE,yliF",yliE,yliE,-0.032354193273733504,872902.0
8,YneJ-9,ynej + glc,1250946,1250977,6.14,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,dhaR,-0.05390625,1250961.5
9,YneJ-10,ynej + glc,1409118,1409149,8.94,b1343,dbpA,dbpA,dbpA,-0.2740174672489083,1409133.5
10,YneJ-11,ynej + glc,1610715,1610727,7.26,b1521,uxaB,uxaB,uxaB,-0.028236914600550965,1610721.0
11,YneJ-12,ynej + glc,1614788,1614807,78.48,"b1526,b1525","yneJ,sad",yneJ,yneJ,-0.006235827664399093,1614797.5
12,YneJ-13,ynej + glc,2563379,2563424,12.99,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.5013227513227513,2563401.5
13,YneJ-14,ynej + glc,3056136,3056161,7.52,b2912,fau,fau,fau,-0.16666666666666666,3056148.5
14,YneJ-15,ynej + glc,3318243,3318274,10.14,"b3172,b3164,b3165,b3166,b3167,b3168,b3169,b3170","argG,pnp,rpsO,truB,rbfA,infB,nusA,rimP",rimP,rimP,-0.5573951434878587,3318258.5
15,YneJ-16,ynej + glc,3354049,3354082,5.83,b3211,yhcC,yhcC,yhcC,-0.016666666666666666,3354065.5
16,YneJ-17,ynej + glc,3448204,3448230,5.54,"b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310","rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN",rplN,rplN,-0.1827956989247312,3448217.0
17,YneJ-18,ynej + glc,3453305,3453328,6.17,"b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321","rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ",rpsJ,rpsJ,-0.14903846153846154,3453316.5
18,YneJ-19,ynej + glc,3719880,3719909,10.1,b3556,cspA,cspA,cspA,-0.7206572769953051,3719894.5
19,YneJ-20,ynej + glc,3891510,3891535,264.38,b3710,mdtL,mdtL,mdtL,-0.0778061224489796,3891522.5
20,YneJ-21,ynej + glc,4068559,4068604,10.29,,,yihQ,yihQ,0.34094256259204714,4068581.5
21,YneJ-22,ynej + glc,4108637,4108672,3.96,b3917,sbp,sbp,sbp,-0.1803030303030303,4108654.5
22,YneJ-23,ynej + glc,4233503,4233529,6.12,"b4025,b4024","pgi,lysC",pgi,pgi,-0.14606060606060606,4233516.0
23,YneJ-24,ynej + glc,4572336,4572367,8.48,b4342,yjiT,yjiT,yjiT,-0.04091816367265469,4572351.5
24,YneJ-25,ynej + glc,4619539,4619585,5.08,"b4382,b4383,b4384","deoA,deoB,deoD",deoA,deoA,1.0083144368858654,4619562.0
