,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YbiH-1,ybih + glc,12360,12391,5.02,"b0014,b0015","dnaK,dnaJ",dnaK,0.11137193531559729,12375.5
1,YbiH-1,ybih + glc,12360,12391,5.02,"b0014,b0015","dnaK,dnaJ",dnaJ,-1.5839964633068082,12375.5
2,YbiH-2,ybih + glc,37673,37705,3.09,"b0035,b0036,b0037","caiE,caiD,caiC",caiE,-3.922165820642978,37689.0
3,YbiH-2,ybih + glc,37673,37705,3.09,"b0035,b0036,b0037","caiE,caiD,caiC",caiD,-1.9427480916030535,37689.0
4,YbiH-2,ybih + glc,37673,37705,3.09,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,0.08687258687258688,37689.0
5,YbiH-4,ybih + glc,303880,303911,3.83,b0288,ykgJ,ykgJ,0.8681818181818182,303895.5
6,YbiH-6,ybih + glc,668641,668673,34.23,"b0633,b0634,b0635,b0636","rlpA,mrdB,mrdA,rlmH",rlpA,-3.1836547291092745,668657.0
7,YbiH-6,ybih + glc,668641,668673,34.23,"b0633,b0634,b0635,b0636","rlpA,mrdB,mrdA,rlmH",mrdB,-2.1060197663971247,668657.0
8,YbiH-6,ybih + glc,668641,668673,34.23,"b0633,b0634,b0635,b0636","rlpA,mrdB,mrdA,rlmH",mrdA,-0.231335436382755,668657.0
9,YbiH-6,ybih + glc,668641,668673,34.23,"b0633,b0634,b0635,b0636","rlpA,mrdB,mrdA,rlmH",rlmH,0.12393162393162394,668657.0
10,YbiH-7,ybih + glc,829872,829903,225.09,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhR,-3.4141824751580847,829887.5
11,YbiH-7,ybih + glc,829872,829903,225.09,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhS,-2.324074074074074,829887.5
12,YbiH-7,ybih + glc,829872,829903,225.09,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhF,-0.5218767990788716,829887.5
13,YbiH-7,ybih + glc,829872,829903,225.09,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhG,0.08458458458458458,829887.5
14,YbiH-8,ybih + glc,853220,853251,15.82,"b0817,b0818,b4705","mntR,ybiR,mntS",mntR,0.11431623931623931,853235.5
15,YbiH-8,ybih + glc,853220,853251,15.82,"b0817,b0818,b4705","mntR,ybiR,mntS",ybiR,-0.3668453976764969,853235.5
16,YbiH-8,ybih + glc,853220,853251,15.82,"b0817,b0818,b4705","mntR,ybiR,mntS",mntS,-1.8488372093023255,853235.5
17,YbiH-10,ybih + glc,1382250,1382282,13.4,b1319,ompG,ompG,0.35320088300220753,1382266.0
18,YbiH-11,ybih + glc,1612118,1612149,11.44,"b1522,b1523","yneF,yneG",yneF,-0.29483122362869196,1612133.5
19,YbiH-11,ybih + glc,1612118,1612149,11.44,"b1522,b1523","yneF,yneG",yneG,0.5319444444444444,1612133.5
20,YbiH-12,ybih + glc,1953594,1953622,5.72,b1871,cmoB,cmoB,0.17181069958847736,1953608.0
21,YbiH-13,ybih + glc,2207999,2208030,32.02,"b2121,b2122","yehP,yehQ",yehP,0.0426561125769569,2208014.5
22,YbiH-13,ybih + glc,2207999,2208030,32.02,"b2121,b2122","yehP,yehQ",yehQ,-0.5419790104947526,2208014.5
23,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnB,-0.16403508771929826,2365740.0
24,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnC,-1.3725490196078431,2365740.0
25,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnA,-1.1588502269288956,2365740.0
26,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnD,-4.800224466891134,2365740.0
27,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnT,-3.1258318209316394,2365740.0
28,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnE,-20.285714285714285,2365740.0
29,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnF,-18.478036175710596,2365740.0
30,YbiH-14,ybih + glc,2365725,2365755,11.62,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",ais,-0.19900497512437812,2365740.0
31,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnB,-0.16447368421052633,2365739.5
32,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnC,-1.3730650154798762,2365739.5
33,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnA,-1.159102370146243,2365739.5
34,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnD,-4.800785634118967,2365739.5
35,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnT,-3.1261343012704175,2365739.5
36,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnE,-20.28720238095238,2365739.5
37,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",arnF,-18.479328165374678,2365739.5
38,YbiH-15,ybih + glc,2365728,2365751,11.34,"b2253,b2254,b2255,b2256,b2257,b4544,b2258,b2252","arnB,arnC,arnA,arnD,arnT,arnE,arnF,ais",ais,-0.19817578772802655,2365739.5
39,YbiH-16,ybih + glc,2382043,2382071,26.03,b2268,rbn,rbn,0.49019607843137253,2382057.0
40,YbiH-17,ybih + glc,2460122,2460153,100.69,"b2341,b2342","fadJ,fadI",fadJ,-0.45617715617715615,2460137.5
41,YbiH-17,ybih + glc,2460122,2460153,100.69,"b2341,b2342","fadJ,fadI",fadI,0.2528604118993135,2460137.5
42,YbiH-18,ybih + glc,2655193,2655221,7.72,b2522,sseB,sseB,-0.35263835263835264,2655207.0
43,YbiH-19,ybih + glc,2803049,2803080,79.21,"b2675,b2676","nrdE,nrdF",nrdE,0.8006993006993007,2803064.5
44,YbiH-19,ybih + glc,2803049,2803080,79.21,"b2675,b2676","nrdE,nrdF",nrdF,-0.4546875,2803064.5
45,YbiH-21,ybih + glc,3044126,3044154,9.59,b2901,bglA,bglA,0.3326388888888889,3044140.0
46,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsD,-0.575,3933108.5
47,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsA,-0.4438911022576361,3933108.5
48,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsC,-2.255175983436853,3933108.5
49,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsB,-3.5561167227833894,3933108.5
50,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsK,-4.4994623655913975,3933108.5
51,YbiH-22,ybih + glc,3933093,3933124,25.16,"b3748,b3749,b3750,b3751,b3752,b3753","rbsD,rbsA,rbsC,rbsB,rbsK,rbsR",rbsR,-5.153575025176234,3933108.5
52,YbiH-23,ybih + glc,4016638,4016669,12.91,"b3831,b3830","udp,ysgA",udp,0.2933070866141732,4016653.5
53,YbiH-23,ybih + glc,4016638,4016669,12.91,"b3831,b3830","udp,ysgA",ysgA,-0.59375,4016653.5
