,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,RcsA-1,rcsa + oxida,16982,16995,1.43,"b0018,b4412","mokC,hokC",hokC,hokC,-0.5588235294117647,16988.5
1,RcsA-2,rcsa + oxida,17395,17400,1.67,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",nhaA,nhaA,-0.07754927163667523,17397.5
2,RcsA-3,rcsa + oxida,71285,71295,1.25,b0065,yabI,yabI,yabI,-0.0784313725490196,71290.0
3,RcsA-4,rcsa + oxida,89582,89623,2.18,"b0081,b0082,b0083,b0084,b0085,b0086,b0087,b0088,b0089,b0090,b0091,b0092,b0093,b0094,b0095,b0096","mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC",mraZ,mraZ,-0.0664488017429194,89602.5
4,RcsA-5,rcsa + oxida,122878,122910,1.16,"b0114,b0115,b0116","aceE,aceF,lpd",aceE,aceE,-0.0457957957957958,122894.0
5,RcsA-6,rcsa + oxida,176806,176839,1.19,b0156,erpA,erpA,erpA,0.618840579710145,176822.5
6,RcsA-7,rcsa + oxida,193704,193714,1.69,b0173,dxr,dxr,dxr,0.15789473684210525,193709.0
7,RcsA-8,rcsa + oxida,201032,201057,1.19,"b0179,b0180,b0181,b0182,b0183,b0184","lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",lpxD,lpxD,0.0726120857699805,201044.5
8,RcsA-9,rcsa + oxida,224319,224346,4.33,,,metN,metN,-1.635174418604651,224332.5
9,RcsA-10,rcsa + oxida,228733,228775,6.47,b0207,dkgB,dkgB,dkgB,-0.5124378109452736,228754.0
10,RcsA-11,rcsa + oxida,480079,480096,1.24,b0459,maa,hha,hha,1.0068493150684932,480087.5
11,RcsA-12,rcsa + oxida,486353,486397,1.04,b0465,mscK,acrR,acrR,0.9490740740740741,486375.0
12,RcsA-13,rcsa + oxida,612916,612965,1.23,"b0585,b4511,b0586,b0587,b0583,b0584","fes,ybdZ,entF,fepE,entD,fepA",fes,fes,0.16999168744804655,612940.5
13,RcsA-14,rcsa + oxida,630027,630029,1.25,b0598,cstA,cstA,cstA,0.0641025641025641,630028.0
14,RcsA-15,rcsa + oxida,774428,774441,1.11,"b0735,b0736,b0737,b0738,b0739","ybgE,ybgC,tolQ,tolR,tolA",ybgE,ybgE,0.4302721088435374,774434.5
15,RcsA-16,rcsa + oxida,780327,780371,1.8,,,ybgF,ybgF,0.9494949494949495,780349.0
16,RcsA-17,rcsa + oxida,816966,816968,1.04,"b0781,b0782,b0783,b0784,b0785,b0780","moaA,moaB,moaC,moaD,moaE,ybhK",moaA,moaA,-0.07676767676767676,816967.0
17,RcsA-18,rcsa + oxida,850616,850636,1.14,b0814,ompX,ompX,ompX,0.3430232558139535,850626.0
18,RcsA-19,rcsa + oxida,926593,926595,1.67,b0884,infA,infA,infA,-0.6894977168949772,926594.0
19,RcsA-20,rcsa + oxida,1016429,1016430,1.05,b0954,fabA,fabA,fabA,0.07803468208092486,1016429.5
20,RcsA-21,rcsa + oxida,1019606,1019624,2.58,b0957,ompA,ompA,ompA,0.4207492795389049,1019615.0
21,RcsA-22,rcsa + oxida,1147183,1147216,1.29,"b1088,b1089,b1090,b1091,b1092,b1093,b1094,b1095","yceD,rpmF,plsX,fabH,fabD,fabG,acpP,fabF",yceD,yceD,0.7787356321839081,1147199.5
22,RcsA-23,rcsa + oxida,1226133,1226161,1.08,"b1177,b1174,b1175,b1176","ycgJ,minE,minD,minC",minC,minC,-0.09626436781609195,1226147.0
23,RcsA-24,rcsa + oxida,1262005,1262042,2.14,b1207,prs,ispE,ispE,1.0017605633802817,1262023.5
24,RcsA-25,rcsa + oxida,1407811,1407841,1.05,"b1342,b1341","ydaN,ydaM",ydaM,ydaM,-0.025141930251419302,1407826.0
25,RcsA-26,rcsa + oxida,1490136,1490166,1.11,"b4493_2,b4493_1","gapC_2,gapC_1",gapC_1,gapC_1,0.7493333333333333,1490151.0
26,RcsA-27,rcsa + oxida,1720860,1720874,2.76,"b1643,b1644,b1645,b1642","ydhI,ydhJ,ydhK,slyA",slyA,slyA,-0.09885057471264368,1720867.0
27,RcsA-28,rcsa + oxida,1925261,1925281,2.68,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",holE,holE,0.70995670995671,1925271.0
28,RcsA-29,rcsa + oxida,1992161,1992196,4.16,,,yecA,yecA,-0.8400900900900901,1992178.5
29,RcsA-30,rcsa + oxida,2023949,2023953,2.74,b1951,rcsA,rcsA,rcsA,-0.02564102564102564,2023951.0
30,RcsA-31,rcsa + oxida,2044661,2044687,2.93,b1978,yeeJ,yeeJ,yeeJ,-0.03716263953652678,2044674.0
31,RcsA-32,rcsa + oxida,2097755,2097761,1.21,,,wzzB,wzzB,0.5535168195718655,2097758.0
32,RcsA-33,rcsa + oxida,2099670,2099696,24.05,b2028,ugd,ugd,ugd,-0.05998286203941731,2099683.0
33,RcsA-34,rcsa + oxida,2113218,2113248,1.56,"b2037,b2038,b2039,b2040,b2041","wzxB,rfbC,rfbA,rfbD,rfbB",rfbB,rfbB,-0.15837937384898712,2113233.0
34,RcsA-35,rcsa + oxida,2137627,2137654,9.3,"b2063,b2058,b2059,b2060,b2061,b2062","yegH,wcaB,wcaA,wzc,wzb,wza",yegH,yegH,-0.16445707070707072,2137640.5
35,RcsA-36,rcsa + oxida,2138163,2138213,1.17,b2063,yegH,yegH,yegH,0.18118686868686867,2138188.0
36,RcsA-37,rcsa + oxida,2175444,2175448,1.15,"b2091,b2092_2,b2092_1,b2093,b2094,b2095","gatD,gatC_2,gatC_1,gatB,gatA,gatZ",gatZ,gatZ,0.6927949326999209,2175446.0
37,RcsA-38,rcsa + oxida,2176212,2176248,1.41,"b2091,b2092_2,b2092_1,b2093,b2094,b2095","gatD,gatC_2,gatC_1,gatB,gatA,gatZ",gatZ,gatZ,0.07205067300079177,2176230.0
38,RcsA-39,rcsa + oxida,2269884,2269919,2.69,b2175,mepS,mepS,mepS,-0.1349206349206349,2269901.5
39,RcsA-40,rcsa + oxida,2313035,2313050,1.13,"b2216,b2217,b2215","rcsD,rcsB,ompC",ompC,ompC,-0.2658514492753623,2313042.5
40,RcsA-41,rcsa + oxida,2520600,2520603,1.56,b2400,gltX,gltX,gltX,0.04978813559322034,2520601.5
41,RcsA-42,rcsa + oxida,2531295,2531327,1.05,"b2413,b2412","cysZ,zipA",zipA,zipA,-0.0790273556231003,2531311.0
42,RcsA-43,rcsa + oxida,2533456,2533458,2.75,"b2415,b2416,b2417","ptsH,ptsI,crr",ptsH,ptsH,-1.186046511627907,2533457.0
43,RcsA-44,rcsa + oxida,2533603,2533626,2.7,"b2415,b2416,b2417","ptsH,ptsI,crr",ptsH,ptsH,-0.5755813953488372,2533614.5
44,RcsA-45,rcsa + oxida,2557501,2557542,2.19,"b2437,b2438,b2439,b2440,b2441","eutR,eutK,eutL,eutC,eutB",eutB,eutB,0.8498531571218796,2557521.5
45,RcsA-46,rcsa + oxida,2563311,2563355,6.28,"b2448,b2449","yffQ,yffR",yffQ,yffQ,-0.6825396825396826,2563333.0
46,RcsA-47,rcsa + oxida,2708710,2708722,1.17,"b2570,b2571","rseC,rseB",rseB,rseB,0.03970741901776385,2708716.0
47,RcsA-48,rcsa + oxida,2709790,2709805,1.54,"b2570,b2571,b2572,b2573","rseC,rseB,rseA,rpoE",rpoE,rpoE,0.3723958333333333,2709797.5
48,RcsA-49,rcsa + oxida,2724289,2724343,1.04,b2586,yfiM,yfiM,yfiM,0.5833333333333334,2724316.0
49,RcsA-50,rcsa + oxida,2725499,2725509,1.75,b2587,kgtP,kgtP,kgtP,0.18629715165511931,2725504.0
50,RcsA-51,rcsa + oxida,2728775,2728801,9.03,,,kgtP,kgtP,-2.3418013856812934,2728788.0
51,RcsA-52,rcsa + oxida,2729632,2729670,9.94,,,kgtP,kgtP,-3.006158583525789,2729651.0
52,RcsA-53,rcsa + oxida,2730473,2730514,10.52,,,kgtP,kgtP,-3.6547344110854505,2730493.5
53,RcsA-54,rcsa + oxida,2731143,2731145,6.88,,,bamD,bamD,-6.776422764227642,2731144.0
54,RcsA-55,rcsa + oxida,2746319,2746363,1.33,"b2606,b2607,b2608,b2609","rplS,trmD,rimM,rpsP",rpsP,rpsP,-0.6265060240963856,2746341.0
55,RcsA-56,rcsa + oxida,2800716,2800756,1.24,"b2673,b2674,b2675,b2676","nrdH,nrdI,nrdE,nrdF",nrdH,nrdH,0.056910569105691054,2800736.0
56,RcsA-57,rcsa + oxida,2806423,2806453,2.02,"b2678,b2679","proW,proX",proW,proW,0.4028169014084507,2806438.0
57,RcsA-58,rcsa + oxida,2807978,2808030,1.05,"b2681_1,b2681_2","ygaY_1,ygaY_2",proX,proX,0.879154078549849,2808004.0
58,RcsA-59,rcsa + oxida,2814881,2814903,1.35,b2687,luxS,gshA,gshA,0.993577392421323,2814892.0
59,RcsA-60,rcsa + oxida,2818691,2818737,4.4,,,yqaB,yqaB,-2.1358024691358026,2818714.0
60,RcsA-61,rcsa + oxida,2819216,2819249,1.58,b2696,csrA,csrA,csrA,-0.4650537634408602,2819232.5
61,RcsA-62,rcsa + oxida,2867934,2867970,4.78,"b2741,b2742","rpoS,nlpD",nlpD,nlpD,0.7026315789473684,2867952.0
62,RcsA-63,rcsa + oxida,2924323,2924345,10.46,"b2790,b2791,b2792","yqcA,truC,yqcC",yqcC,yqcC,-0.6696969696969697,2924334.0
63,RcsA-64,rcsa + oxida,2924737,2924752,1.18,,,syd,syd,0.9807692307692307,2924744.5
64,RcsA-65,rcsa + oxida,3057985,3057989,1.96,b2913,serA,serA,serA,0.34306569343065696,3057987.0
65,RcsA-66,rcsa + oxida,3086176,3086221,1.15,"b2940,b2937,b2938,b2939","yqgC,speB,speA,yqgB",yqgC,yqgC,0.05787037037037037,3086198.5
66,RcsA-67,rcsa + oxida,3111277,3111316,1.12,"b2968,b2969","yghD,yghE",yghE,yghE,0.82398753894081,3111296.5
67,RcsA-68,rcsa + oxida,3151483,3151493,1.49,"b3005,b3006","exbD,exbB",exbB,exbB,0.6748299319727891,3151488.0
68,RcsA-69,rcsa + oxida,3151947,3151982,2.31,"b3008,b3005,b3006","metC,exbD,exbB",exbB,exbB,0.026530612244897958,3151964.5
69,RcsA-70,rcsa + oxida,3153142,3153169,1.19,b3009,yghB,metC,metC,0.7748316498316499,3153155.5
70,RcsA-71,rcsa + oxida,3194683,3194727,3.44,"b4664,b4666","ibsD,ibsE",ibsD,ibsD,-1.0,3194705.0
71,RcsA-72,rcsa + oxida,3308014,3308055,2.55,"b3162,b4685","deaD,yrbN",nlpI,nlpI,1.005084745762712,3308034.5
72,RcsA-73,rcsa + oxida,3308386,3308434,4.5,"b3162,b4685","deaD,yrbN",nlpI,nlpI,0.5807909604519774,3308410.0
73,RcsA-74,rcsa + oxida,3326813,3326848,1.06,b3178,ftsH,ftsH,ftsH,0.05400516795865633,3326830.5
74,RcsA-75,rcsa + oxida,3377782,3377805,1.1,"b3228,b3229","sspB,sspA",sspA,sspA,-0.5845070422535211,3377793.5
75,RcsA-76,rcsa + oxida,3378138,3378179,1.65,b3230,rpsI,rpsI,rpsI,0.12340966921119594,3378158.5
76,RcsA-77,rcsa + oxida,3378568,3378599,2.6,"b3230,b3231","rpsI,rplM",rplM,rplM,0.15734265734265734,3378583.5
77,RcsA-78,rcsa + oxida,3428969,3429002,4.51,b3279,yrdA,yrdA,yrdA,-0.44954954954954957,3428985.5
78,RcsA-79,rcsa + oxida,3443048,3443094,2.03,"b3299,b3300","rpmJ,secY",secY,secY,0.7702702702702703,3443071.0
79,RcsA-80,rcsa + oxida,3445878,3445897,1.98,"b3299,b3300,b3301,b3302,b3303,b3304,b3305","rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF",rplF,rplF,0.47284644194756553,3445887.5
80,RcsA-81,rcsa + oxida,3448225,3448263,2.73,"b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310","rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN",rplN,rplN,-0.2553763440860215,3448244.0
81,RcsA-82,rcsa + oxida,3448454,3448459,1.38,"b3299,b3300,b3301,b3302,b3303,b3304,b3305,b3306,b3307,b3308,b3309,b3310,b3311","rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN,rpsQ",rpsQ,rpsQ,0.4372549019607843,3448456.5
82,RcsA-83,rcsa + oxida,3452444,3452459,1.06,"b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320","rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC",rplC,rplC,0.7531746031746032,3452451.5
83,RcsA-84,rcsa + oxida,3453061,3453087,2.3,"b3311,b3312,b3313,b3314,b3315,b3316,b3317,b3318,b3319,b3320,b3321","rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ",rpsJ,rpsJ,0.6282051282051282,3453074.0
84,RcsA-85,rcsa + oxida,3526308,3526346,8.81,"b3398,b3397","yrfF,nudE",yrfF,yrfF,-0.06601123595505617,3526327.0
85,RcsA-86,rcsa + oxida,3601030,3601035,1.48,b3461,rpoH,ftsX,ftsX,0.9948064211520302,3601032.5
86,RcsA-87,rcsa + oxida,3656193,3656227,1.21,"b3508,b3509","yhiD,hdeB",hdeB,hdeB,0.25076452599388377,3656210.0
87,RcsA-88,rcsa + oxida,3705857,3705878,1.25,"b3540,b3541,b3542,b3543","dppF,dppD,dppC,dppB",dppB,dppB,-0.07598039215686274,3705867.5
88,RcsA-89,rcsa + oxida,3811814,3811844,2.79,"b3635,b3636,b3637","mutM,rpmG,rpmB",rpmB,rpmB,-0.6540084388185654,3811829.0
89,RcsA-90,rcsa + oxida,3828931,3828975,1.63,"b3654,b3653","xanP,gltS",xanP,xanP,0.00646551724137931,3828953.0
90,RcsA-91,rcsa + oxida,3884585,3884616,2.95,"b3704,b4557,b3705","rnpA,yidD,yidC",rnpA,rnpA,0.3013888888888889,3884600.5
91,RcsA-92,rcsa + oxida,3922076,3922121,2.15,"b3731,b3732,b3733,b3734,b3735,b3736,b3737,b3738,b3739","atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB,atpI",atpI,atpI,0.8963254593175853,3922098.5
92,RcsA-93,rcsa + oxida,3944578,3944590,4.73,,,yieP,yieP,-4.6998556998557,3944584.0
93,RcsA-94,rcsa + oxida,3945781,3945827,4.75,,,yifE,yifE,-6.728613569321534,3945804.0
94,RcsA-95,rcsa + oxida,3951898,3951904,1.19,"b4488_2,b3769,b3770,b3771,b3772","ilvG_2,ilvM,ilvE,ilvD,ilvA",ilvG_2,ilvG_2,0.5429864253393665,3951901.0
95,RcsA-96,rcsa + oxida,3959382,3959404,1.08,,,ilvC,ilvC,0.964769647696477,3959393.0
96,RcsA-97,rcsa + oxida,3965779,3965794,1.14,"b3781,b3780","trxA,rhlB",trxA,trxA,0.0803030303030303,3965786.5
